,number,context,question,A,B,C,D,E,answer,context-images
10,158,"

Use 3 como valor aproximado para π.


","

A redução do volume da pílula, em milímetros cúbicos, após a reprogramação da máquina, será igual a


",168.,304.,306.,378.,514.,E,
11,161,"








Para quantificar os sapatos pela cor, os donos representaram a cor branca pelo número 0 e a cor preta pelo número 1. Sabe-se que a média da distribuição desses zeros e uns é igual a 0,45.
Os donos da loja decidiram que a numeração dos sapatos com maior número de reclamações e a cor com maior número de reclamações não serão mais vendidas.


","

A loja encaminhou um ofício ao fornecedor dos sapatos, explicando que não serão mais encomendados os sapatos de cor
 


",branca e os de número 38.  ,branca e os de número 37.  ,branca e os de número 36.  ,preta e os de número 38.  ,preta e os de número 37.,A,enem-data/enem-2014/161-images/context_img_0.png
12,156,"

Valor do kWh (com tributos) x consumo (em kWh) + Cosip




O valor da Cosip é fixo em cada faixa de consumo.  O quadro mostra o valor cobrado para algumas faixas.
 










Suponha que, em uma residência, todo mês o consumo seja de 150 kWh, e o valor do kWh (com tributos) seja de R$ 0,50. O morador dessa residência pretende diminuir seu consumo mensal de energia elétrica com o objetivo de reduzir o custo total da conta em pelo menos 10%.


","

Qual deve ser o consumo máximo, em kWh, dessa residência para produzir a redução pretendida pelo morador?
 


","134,1","135,0","137,1","138,6","143,1",C,enem-data/enem-2014/156-images/context_img_0.png
13,155,"







","

Levando-se em consideração os experimentos feitos, o reagente que atende às expectativas do pesquisador é o


",1.,2.,3.,4.,5.,B,enem-data/enem-2014/155-images/context_img_0.png
14,157,"








Essa pessoa pretende gastar exatamente R$ 30,00 por mês com telefone.


","

Dos planos telefônicos apresentados, qual é o mais vantajoso, em tempo de chamada, para o gasto previsto para essa pessoa?


",A,B,C,D,E,C,enem-data/enem-2014/157-images/context_img_0.png
15,166,"







","

A quantidade máxima de triângulos não congruentes dois a dois que podem ser construídos é


",3.,5.,6.,8.,10.,A,enem-data/enem-2014/166-images/context_img_0.png
16,162,"










BENSEÑOR, I. M.; LOTUFO, P. A. Epidemologia: abordagem prática.
São Paulo: Sarvier, 2011 (adaptado).



","

Conforme o quadro do teste proposto, a sensibilidade dele é de
 


","47,5%.","85,0%.","86,3%.","94,4%.","95,0%.",E,enem-data/enem-2014/162-images/context_img_0.png
17,170,"







","

Segundo o edital de seleção, o candidato aprovado será aquele para o qual a mediana das notas obtidas por ele nas quatro disciplinas for a maior. O candidato aprovado será
 


",K.  ,L.,M.,N.,P.,D,enem-data/enem-2014/170-images/context_img_0.png
18,169,"







","

Se cada brasileiro adotar o consumo de água indicado no quadro, mantendo o mesmo consumo nas demais atividades, então economizará diariamente, em média, em litros de água,


","30,0.","69,6.","100,4.","130,4.","170,0.",C,enem-data/enem-2014/169-images/context_img_0.png
19,172,"







","

Em que dia dessa semana a quantidade total de bactérias nesse ambiente de cultura foi máxima?
 


",Terça-feira.  ,Quarta-feira.  ,Quinta-feira.  ,Sexta-feira.  ,Domingo.,A,enem-data/enem-2014/172-images/context_img_0.png
20,139,"








No topo da escultura foi ligada uma torneira que verte água, para dentro dela, com vazão constante.
 


","

O gráfico que expressa a altura (h) da água na escultura em função do tempo (t) decorrido é:


",enem-data/enem-2014/139-images/alt_img_0.png,enem-data/enem-2014/139-images/alt_img_1.png,enem-data/enem-2014/139-images/alt_img_2.png,enem-data/enem-2014/139-images/alt_img_3.png,enem-data/enem-2014/139-images/alt_img_4.png,D,enem-data/enem-2014/139-images/context_img_0.png
21,171,"









Considere um silo de 2 m de altura, 6 m de largura de topo e 20 m de comprimento. Para cada metro de altura do silo, a largura do topo tem 0,5 m a mais do que a largura do fundo. Após a silagem, 1 tonelada de forragem ocupa 2 m3 desse tipo de silo.

EMBRAPA. Gado de corte. Disponível em: www.cnpgc.embrapa.br. Acesso em: 1 ago. 2012 (adaptado).




","

Após a silagem, a quantidade máxima de forragem que cabe no silo, em toneladas, é


",110.,125.,130.,220.,260.,A,enem-data/enem-2014/171-images/context_img_0.png
22,173,"







","

Quantos minutos essa torneira levará para encher completamente o restante do depósito?


",8,10,16,18,24,B,enem-data/enem-2014/173-images/context_img_0.png
23,179,"

O secretário de saúde comprará recipientes de um mesmo tipo, de modo a instalar 20 deles em cada escola, abastecidos com álcool em gel na sua capacidade máxima, de forma a utilizar todo o gel dos galões de uma só vez.


","

Que tipo de recipiente o secretário de saúde deve comprar?


",I,II,III,IV,V,C,
24,177,"










Disponível em: www.culturaperuana.com.br. Acesse em: 13 dez. 2012.



","

O número da representação do quipus da Figura 2, em base decimal, é
 


",364.,463.,3 064.,3 640.,4 603.,C,enem-data/enem-2014/177-images/context_img_0.png
25,153,"








As medições de velocidade deixariam de ocorrer de maneira instantânea, ao se passar pelo radar, e seriam feitas a partir da velocidade média no trecho, considerando o tempo gasto no percurso entre um radar e outro. Sabe-se que a velocidade média é calculada como sendo a razão entre a distância percorrida e o tempo gasto para percorrê-la. O teste realizado mostrou que o tempo que permite uma condução segura de deslocamento no percurso entre os dois radares deveria ser de, no mínimo, 1 minuto e 24 segundos. Com isso, a CET precisa instalar uma placa antes do primeiro radar informando a velocidade média máxima permitida nesse trecho da via. O valor a ser exibido na placa deve ser o maior possível, entre os que atendem às condições de condução segura observadas.





Disponível em: www1.folha.uol.com.br. Acesso em: 11 jan. 2014 (adaptado).



","

A placa de sinalização que informa a velocidade que atende a essas condições é


",enem-data/enem-2014/153-images/alt_img_0.png,enem-data/enem-2014/153-images/alt_img_1.png,enem-data/enem-2014/153-images/alt_img_2.png,enem-data/enem-2014/153-images/alt_img_3.png,enem-data/enem-2014/153-images/alt_img_4.png,C,enem-data/enem-2014/153-images/context_img_0.png
26,154,"







","

A figura que melhor representa a projeção ortogonal, sobre o piso da casa (plano), do caminho percorrido pela mão dessa pessoa é:


",enem-data/enem-2014/154-images/alt_img_0.png,enem-data/enem-2014/154-images/alt_img_1.png,enem-data/enem-2014/154-images/alt_img_2.png,enem-data/enem-2014/154-images/alt_img_3.png,enem-data/enem-2014/154-images/alt_img_4.png,C,enem-data/enem-2014/154-images/context_img_0.png
27,167,"








Na figura, considere o plano cartesiano que contém a trajetória do assento do balanço, no qual a origem está localizada no topo do suporte do balanço, o eixo X é paralelo ao chão do parque, e o eixo Y tem orientação positiva para cima.


","

A curva determinada pela trajetória do assento do balanço é parte do gráfico da função


",enem-data/enem-2014/167-images/alt_img_0.png,enem-data/enem-2014/167-images/alt_img_1.png,enem-data/enem-2014/167-images/alt_img_2.png,enem-data/enem-2014/167-images/alt_img_3.png,enem-data/enem-2014/167-images/alt_img_4.png,D,enem-data/enem-2014/167-images/context_img_0.png
