,number,context,question,A,B,C,D,E,answer,context-images
10,57,"








em que n corresponde ao número de mols. O metanol pode ser obtido pela reação entre brometo de metila e hidróxido de sódio, conforme a equação química:









","

As massas molares (em g/mol) desses elementos são: H = 1; C = 12; O = 16; Na = 23; Br = 80.
O rendimento molar da reação, em que 32 g de metanol foram obtidos a partir de 142,5 g de brometo de metila e 80 g de hidróxido de sódio, é mais próximo de


",22%.,40%.,50%.,67%.,75%.,D,"enem-data/enem-2016/57-images/context_img_0.png,enem-data/enem-2016/57-images/context_img_1.png"
11,73,"


O Brasil possui um grande número de espécies distintas entre animais, vegetais e microrganismos envoltos em uma imensa complexidade e distribuídas em uma grande variedade de ecossistemas.

SANDES, A R. R. BLASI, G. Biodiversidade e diversidade química e genética. Disponível em: http://novastecnologias.com.br. Acesso em 22 set 2015 (adaptado).



","

O incremento da variabilidade ocorre em razão da permuta genética, a qual propicia a troca de segmentos entre cromátides não irmãs na meiose.
Essa troca de segmentos é determinante na


",produção de indivíduos mais férteis.,transmissão de novas características adquiridas.,recombinação genética na formação dos gametas.,ocorrência de mutações somáticas nos descendentes.,variação do número de cromossomos característico da espécie.,C,
12,72,"







","

O número mínimo de polias móveis usadas, nessa situação, por Arquimedes foi


",3.,6.,7.,8.,10.,B,enem-data/enem-2016/72-images/context_img_0.png
13,65,"


O aquecimento de um material por irradiação com micro-ondas ocorre por causa da interação da onda eletromagnética com o dipolo elétrico da molécula. Um importante atributo do aquecimento por micro-ondas é a absorção direta da energia pelo material a ser aquecido. Assim, esse aquecimento é seletivo e dependerá, principalmente, da constante dielétrica e da frequência de relaxação do material. O gráfico mostra a taxa de aquecimento de cinco solventes sob irradiação de micro-ondas.

BARBOZA, A. C. R. N. et al. Aquecimento em forno de micro-ondas. Desenvolvimento de alguns conceitos fundamentais. Química Nova, n. 6, 2001 (adaptado).










","

No gráfico, qual solvente apresenta taxa média de aquecimento mais próxima de zero, no intervalo de 0 s a 40 s?


",H2O,CH3OH,CH3CH2OH,CH3CH2CH2OH,CH3CH2CH2CH2CH2CH3,E,enem-data/enem-2016/65-images/context_img_0.png
14,78,"


TEXTO I
Biocélulas combustíveis são uma alternativa tecnológica para substituição das baterias convencionais. Em uma biocélula microbiológica, bactérias catalisam reações de oxidação de substratos orgânicos. Liberam elétrons produzidos na respiração celular para um eletrodo, onde fluem por um circuito elétrico até o cátodo do sistema, produzindo corrente elétrica. Uma reação típica que ocorre em biocélulas microbiológicas utiliza o acetato como substrato.

AQUINO NETO, S. Preparação e caracterização de bioanodos para biocélula a combustível etanol/O2 . Disponível em: www.teses.usp.br. Acesso em: 23 jun. 2015 (adaptado).





TEXTO II
Em sistemas bioeletroquímicos, os potenciais padrão (E°’) apresentam valores característicos. Para as biocélulas de acetato, considere as seguintes semirreações de redução e seus respectivos potenciais:
2 CO2 + 7H+ + 8e– → CH3COO– + 2H2O               E°’ = -0,3 V
O2 + 4H+ + 4e– → 2H2O                                             E°’ = 0,8V.

SCOTT, K.; YU, E. H. Microbial electrochemical and fuel cells: fundamentals and applications. Woodhead Publishing Series in Energy, n. 88, 2016 (adaptado).



","

Nessas condições, qual é o número mínimo de biocélulas de acetato, ligadas em série, necessárias para se obter uma diferença de potencial de 4,4 V?


",3,4,6,9,15,B,
15,75,"







","

A etapa de hidrólise na produção de etanol a partir do milho é fundamental para que


",a glicose seja convertida em sacarose.,as enzimas dessa planta sejam ativadas.,a maceração favoreçа a solubilização em águа.,o amido seja transformado em substratos utilizáveis pela levedura.,os grãos com diferentes composições químicas sejam padronizados.,D,enem-data/enem-2016/75-images/context_img_0.png
16,70,"







","

Dentre as substâncias listadas no quadro, aquela capaz de remover com maior eficiência os gases poluentes é o(a)


",fenol.,piridina.,metilamina.,hidrogenofosfato de potássio.,hidrogenosulfato de potássio.,D,enem-data/enem-2016/70-images/context_img_0.png
17,71,"







","

Em relação ao coeficiente de partição da testosterona, as lipofilias dos compostos 1 e 2 são, respectivamente,
 


",menor e menor que a lipofilia da testosterona.,menor e maior que a lipofilia da testosterona.,maior e menor que a lipofilia da testosterona.,maior e maior que a lipofilia da testosterona.,menor e igual que a lipofilia da testosterona.,D,enem-data/enem-2016/71-images/context_img_0.png
18,68,"








O uso de feromônios em ações de controle de insetos-praga está de acordo com o modelo preconizado para a agricultura do futuro. São agentes altamente específicos e seus compostos químicos podem ser empregados em determinados cultivos, conforme ilustrado no quadro.









","

Considerando essas estruturas químicas, o tipo de estereoisomeria apresentada pelo bombicol é também apresentada pelo feromônio utilizado no controle do inseto


",Sitophilus spp.,Migdolus fryanus.,Anthonomus rubi.,Grapholita molesta.,Scrobipalpuloides absoluta.,E,"enem-data/enem-2016/68-images/context_img_0.png,enem-data/enem-2016/68-images/context_img_1.png"
19,79,"


A formação de coágulos sanguíneos em veias e artérias é um dos fatores responsáveis pela ocorrência de doenças cardiovasculares, como varizes, infarto e acidentes vasculares cerebrais. A prevenção e o tratamento dessas doenças podem ser feitos com drogas anticoagulantes. A indústria farmacêutica estimula a pesquisa de toxinas animais com essa propriedade.



","

Considerando as adaptações relacionadas aos hábitos alimentares, os animais adequados ao propósito dessas pesquisas são os(as)


",moluscos fitófagos.,moscas saprófagas.,pássaros carnívoros.,morcegos frugívoros.,mosquitos hematófagos.,E,
20,85,"


Recentemente um estudo feito em campos de trigo mostrou que níveis elevados do dióxido de carbono na atmosfera prejudicam a absorção de nitrato pelas plantas. Consequentemente, a qualidade nutricional desses alimentos pode diminuir à medida que os níveis de dióxido de carbono na atmosfera atingirem as estimativas para as próximas décadas.

Bloom, A J et al. Nitrate assimilation is inhibited by elevated CO2 in field grown wheat. Nature Climate Change, n. 4., abr 2014, adaptado.



","

Nesse contexto, a qualidade nutricional do grão de trigo será modificada primeiramente pela redução de


",amido.,frutose.,lipídeos.,celulose.,proteínas.,E,
21,86,"


Pesquisadores recuperaram DNA de ossos de mamute (Mammuthus primigenius) encontrados na Sibéria, que tiveram sua idade de cerca de 28 mil anos confirmada pela técnica do carbono-14.

FAPESP. DNA de mamute é revelado. Disponível em: http://agencia.fapesp.br. Acesso em: 13 ago. 2012 (adaptado).



","

A técnica de datação apresentada no texto só é possível devido à


",proporção conhecida entre carbono-14 e carbono-12 na atmosfera ao longo dos anos.,decomposição de todo o carbono-12 presente no organismo após a morte.,fixação maior do carbono-14 nos tecidos de organismos após a morte.,emissão de carbono-12 pelos tecidos de organismos após a morte.,transformação do carbono-12 em carbono-14 ao longo dos anos.,A,
22,69,"














","

Com base nos dados experimentais, o valor da massa do carrinho 2 é igual a


","50,0 g","250,0 g","300,0 g","450,0 g","600,0 g",C,"enem-data/enem-2016/69-images/context_img_0.png,enem-data/enem-2016/69-images/context_img_1.png"
23,46,"







","

Qual esboço gráfico representa a frequência fo (t) detectada pelo observador?


",enem-data/enem-2016/46-images/alt_img_0.png,enem-data/enem-2016/46-images/alt_img_1.png,enem-data/enem-2016/46-images/alt_img_2.png,enem-data/enem-2016/46-images/alt_img_3.png,enem-data/enem-2016/46-images/alt_img_4.png,D,enem-data/enem-2016/46-images/context_img_0.png
24,82,"


O Painel Intergovernamental de Mudanças Climáticas (na sigla em inglês, IPCC) prevê que nas próximas décadas o planeta passará por mudanças climáticas e propõe estratégias de mitigação e adaptação a elas. As estratégias de mitigação são direcionadas à causa dessas mudanças, procurando reduzir a concentração de gases de efeito estufa na atmosfera. As estratégias de adaptação, por sua vez, são direcionadas aos efeitos dessas mudanças, procurando preparar os sistemas humanos às mudanças climáticas já em andamento, de modo a reduzir seus efeitos negativos.

IPCC, 2014. Climate Change 2014: synthesis report. Disponível em: http://w5-syr.ipcc.ch. Acesso em: 22 out 2015 (adaptado)



","

Considerando as informações do texto, qual ação representa uma estratégia de adaptação?


",Construção de usinas eólicas.,Tratamento de resíduos sólidos.,Aumento da eficiência dos veículos.,Adoção de agricultura sustentável de baixo carbono.,Criação de diques de contenção em regiões costeiras.,E,
25,84,"


Para cada litro de etanol produzido em uma indústria de cana-de-açúcar são gerados cerca de 18 L de vinhaça que é utilizada na irrigação das plantações de cana-de-açúcar, já que contém teores médios de nutrientes N, P e K iguais a 357 mg/L, 60 mg/L e 2 034 mg/L, respectivamente.

SILVA, M. A. S.; GRIEBELER, N. P.; BORGES, L. C. Uso de vinhaça e impactos nas propriedades do solo e lençol freático. Revista Brasileira de Engenharia Agrícola e Ambiental, n. 1, 2007 (adaptado).



","

Na produção de 27 000 L de etanol, a quantidade total de fósforo, em kg, disponível na vinhaça será mais próxima de


",1.,29.,60.,170.,1000.,B,
26,83,"


Primeiro, em relação àquilo a que chamamos água, quando congela, parece-nos estar a olhar para algo que se tornou pedra ou terra, mas quando derrete e se dispersa, esta torna-se bafo e ar; o ar, quando é queimado, torna-se fogo; e, inversamente, o fogo, quando se contrai e se extingue, regressa à forma do ar; o ar, novamente concentrado e contraído, torna-se nuvem e nevoeiro, mas, a partir destes estados, se for ainda mais comprimido, torna-se água corrente, e de água torna-se novamente terra e pedras; e deste modo, como nos parece, dão geração uns aos outros de forma cíclica.

PLATÃO. Timeu-Crítias. Coimbra: CECH, 2011.




Do ponto de vista da ciência moderna, os “quatro elementos” descritos por Platão correspondem, na verdade, às fases sólida, líquida, gasosa e plasma da matéria. As transições entre elas são hoje entendidas como consequências macroscópicas de transformações sofridas pela matéria em escala microscópica.


","

Excetuando-se a fase de plasma, essas transformações sofridas pela matéria, em nível microscópico, estão associadas a uma


",troca de átomos entre as diferentes moléculas do material.,transmutação nuclear dos elementos químicos do material.,redistribuição de prótons entre os diferentes átomos do material.,mudança na estrutura espacial formada pelos diferentes constituintes do material.,alteração nas proporções dos diferentes isótopos de cada elemento presente no material.,D,
27,77,"














","

Relacionando as informações presentes nas figuras 1 e 2, como a intensidade sonora percebida é afetada pelo aumento da distância do microfone ao alto-falante?


",Aumenta na faixa das frequências médias.,Diminui na faixa das frequências agudas.,Diminui na faixa das frequências graves.,Aumenta na faixa das frequências médias altas.,Aumenta na faixa das frequências médias baixas.,C,"enem-data/enem-2016/77-images/context_img_0.png,enem-data/enem-2016/77-images/context_img_1.png"
28,80,"














","

A frequência de giro do ponteiro, em RPM, é


",1.,2.,4.,81.,162.,B,"enem-data/enem-2016/80-images/context_img_0.png,enem-data/enem-2016/80-images/context_img_1.png"
29,90,"







","

De acordo com a figura, que posições correspondem a dois pontos consecutivos da manteiga derretida?


",I e III,I e V,II e III,II e IV,II e V,A,enem-data/enem-2016/90-images/context_img_0.png
30,88,"







","

A reação de SN entre metóxido de sódio (Nu– = CH3O–) e brometo de metila fornece um composto orgânico pertencente à função


",éter.,éster.,álcool.,haleto.,hidrocarboneto.,A,enem-data/enem-2016/88-images/context_img_0.png
31,87,"







","

Mesmo que essa  planta viesse sofrer ação contínua do vento e sua copa crescesse voltada para baixo, essa seiva continuaria naturalmente seu percurso.
O que garante o transporte dessa seiva é a


",gutação.,gravidade.,respiração.,fotossíntese.,transpiração.,E,enem-data/enem-2016/87-images/context_img_0.png
32,89,"







","

Esse arranjo é representado esquematicamente por:


",enem-data/enem-2016/89-images/alt_img_0.png,enem-data/enem-2016/89-images/alt_img_1.png,enem-data/enem-2016/89-images/alt_img_2.png,enem-data/enem-2016/89-images/alt_img_3.png,enem-data/enem-2016/89-images/alt_img_4.png,C,enem-data/enem-2016/89-images/context_img_0.png
