,number,context,question,A,B,C,D,E,answer,context-images
23,160,"


Um balão atmosférico, lançado em Bauru (343 quilômetros a Noroeste de São Paulo), na noite do último domingo, caiu nesta segunda-feira em Cuiabá Paulista, na região de Presidente Prudente, assustando agricultores da região. O artefato faz parte do programa Projeto Hibiscus, desenvolvido por Brasil, França, Argentina, Inglaterra e Itália, para a medição do comportamento da camada de ozônio, e sua descida se deu após o cumprimento do tempo previsto de medição.

Disponível em: http://www.correiodobrasil.com.br. Acesso em: 02 maio 2010.












Na data do acontecido, duas pessoas avistaram o balão. Uma estava a 1,8 km da posição vertical do balão e o avistou sob um ângulo de 60º; a outra estava a 5,5 km da posição vertical do balão, alinhada com a primeira, e no mesmo sentido, conforme se vê na figura, e o avistou sob um ângulo de 30º.



","

Qual a altura aproximada em que se encontrava o balão?


","1,8 km","1,9 km","3,1 km","3,7 km","5,5 km",C,enem-data/enem-2010/160-images/context_img_0.png
24,167,"


O gráfico apresenta a quantidade de gols marcados pelos artilheiros das Copas do Mundo desde a Copa de 1930 até a de 2006.










","

A partir dos dados apresentados, qual a mediana das quantidades de gols marcados pelos artilheiros das Copas do Mundo?


",6 gols,"6,5 gols",7 gols,"7,3 gols","8,5 gols",B,enem-data/enem-2010/167-images/context_img_0.png
25,161,"








Um cientista monitora o movimento desse satélite para controlar o seu afastamento do centro da Terra. Para isso, ele precisa calcular a soma dos valores de r, no apogeu e no perigeu, representada por S.


","

O cientista deveria concluir que, periodicamente, S atinge o valor de


",12 765 km.,12 000 km,11 730 km,10 965 km.,5 865 km,B,enem-data/enem-2010/161-images/context_img_0.png
26,164,"


Uma metalúrgica recebeu uma encomenda para fabricar, em grande quantidade, uma peça com o formato de um prisma reto com base triangular, cujas dimensões da base são 6 cm, 8 cm e 10 cm e cuja altura é 10 cm. Tal peça deve ser vazada de tal maneira que a perfuração na forma de um cilindro circular reto seja tangente às suas faces laterais, conforme mostra a figura.










","

O raio da perfuração da peça é igual a


",1 cm.,2 cm.,3 cm.,4 cm.,5 cm.,B,enem-data/enem-2010/164-images/context_img_0.png
27,169,"


O Salto Triplo é uma modalidade do atletismo em que o atleta dá um salto em um só pé, uma passada e um salto, nessa ordem. Sendo que o salto com impulsão em um só pé será feito de modo que o atleta caia primeiro sobre o mesmo pé que deu a implusão; na passada ele cairá com o outro pé, do qual o salto é realizado.

Disponível em: www.cbat.org.br (adaptado).



","

Um atleta da modalidade Salto Triplo, depois de estudar seus movimentos, percebeu que, do segundo para o primeiro salto, o alcance diminuía em 1,2 m, e, do terceiro para o segundo salto, o alcance diminuía 1,5 m.
Querendo atingir a meta de 17,4 m nessa prova e considerando os seus estudos, a distância alcançada no primeiro salto teria de estar entre


","4,0 m e 5,0 m.","5,0 m e 6,0 m.","6,0 m e 7,0 m.","7,0 m e 8,0 m.","8,0 m e 9,0 m.",D,
28,165,"


A ideia de usar rolos circulares para deslocar objetos pesados provavelmente surgiu com os antigos egípcios ao construírem as pirâmides.










","

Representando por R o raio da base dos rolos cilíndricos, em metros, a expressão do deslocamento horizontal y do bloco de pedra em função de R, após o rolo ter dado uma volta completa sem deslizar, é


",y = R.,y = 2R.,y = πR.,y = 2πR.,y = 4πR.,E,enem-data/enem-2010/165-images/context_img_0.png
29,170,"


Um grupo de pacientes com Hepatite C foi submetido a um tratamento tradicional em que 40% desses pacientes foram completamente curados. Os pacientes que não obtiveram cura foram distribuídos em dois grupos de mesma quantidade e submetidos a dois tratamentos inovadores. No primeiro tratamento inovador, 35% dos pacientes foram curados e, no segundo, 45%.



","

Em relação aos pacientes submetidos inicialmente, os tratamentos inovadores proporcionaram cura de


",16%,24%,32%,48%,64%,B,
30,137,"







","

Considerando que nenhum dos recipientes tenha tampa, qual das figuras a seguir representa uma planificação para o bebedouro 3?


",enem-data/enem-2010/137-images/alt_img_0.png,enem-data/enem-2010/137-images/alt_img_1.png,enem-data/enem-2010/137-images/alt_img_2.png,enem-data/enem-2010/137-images/alt_img_3.png,enem-data/enem-2010/137-images/alt_img_4.png,E,enem-data/enem-2010/137-images/context_img_0.png
31,172,"




Em 2006, a produção mundial de etanol foi de 40 bilhões de litros e a de biodiesel, de 6,5 bilhões. Neste mesmo ano, a produção brasileira de etanol correspondeu a 43% da produção mundial, ao passo que a produção dos Estados Unidos da América, usando milho, foi de 45%.






Disponível em: planetasustentavel.abril.com.br.Acesso em: 02 maio 2009.






","

Considerando que, em 2009, a produção mundial de etanol seja a mesma de 2006 e que os Estados Unidos produzirão somente a metade de sua produção de 2006, para que o total produzido pelo Brasil e pelos Estados Unidos continue correspondendo a 88% da produção mundial, o Brasil deve aumentar sua produção em, aproximadamente,


","22,5%.","50,0%.","52,3%.","65,5%.","77,5%.",C,
32,166,"


O gráfico mostra o número de favelas no município do Rio de Janeiro entre 1980 e 2004, considerando que a variação nesse número entre os anos considerados é linear.










","

Se o padrão na variação do período 2004/2010 se mantiver nos próximos 6 anos, e sabendo que o número de favelas em 2010 é 968, então o número de favelas em 2016 será


",menor que 1 150.,218 unidades maior que em 2004.,maior que 1 150 e menor que 1 200.,177 unidades maior que em 2010.,maior que 1 200.,C,enem-data/enem-2010/166-images/context_img_0.png
33,136,"








Algum tempo depois, o professor apagou a lousa por completo e, adotando um procedimento semelhante ao anterior, voltou a preenchê-la, mas, dessa vez, utilizando 40% do espaço dela.


","

Uma representação possível para essa segunda situação é


",enem-data/enem-2010/136-images/alt_img_0.png,enem-data/enem-2010/136-images/alt_img_1.png,enem-data/enem-2010/136-images/alt_img_2.png,enem-data/enem-2010/136-images/alt_img_3.png,enem-data/enem-2010/136-images/alt_img_4.png,C,enem-data/enem-2010/136-images/context_img_0.png
34,177,"




Um dos grandes problemas da poluição dos mananciais (rios, córregos e outros) ocorre pelo hábito de jogar óleo utilizado em frituras nos encanamentos que estão interligados com o sistema de esgoto. Se isso ocorrer, cada 10 litros de óleo poderão contaminar 10 milhões (107) de litros de água potável.






Manual de etiqueta. Parte integrante das revistas Veja (ed. 2055), Cláudia (ed. 555), National Geographic (ed. 93) e Nova Escola (ed. 208) (adaptado).









Suponha que todas as famílias de uma cidade descartem os óleos de frituras através dos encanamentos e consomem 1 000 litros de óleo em frituras por semana.




","

Qual seria, em litros, a quantidade de água potável contaminada por semana nessa cidade?


",10 -²,10³,10^4,10^6,10^9,E,
35,171,"


Marco e Paulo foram classificados em um concurso. Para classificação no concurso o candidato deveria obter média aritmética na pontuação igual ou superior a 14. Em caso de empate na média, o desempate seria em favor da pontuação mais regular. No quadro a seguir são apresentados os pontos obtidos nas provas de Matemática, Português e Conhecimentos Gerais, a média, a mediana e o desvio padrão dos dois candidatos.
Dados dos candidatos no concurso










","

O candidato com pontuação mais regular, portanto mais bem classificado no concurso, é


","Marco, pois a média e a mediana são iguais.","Marco, pois obteve menor desvio padrão.","Paulo, pois obteve a maior pontuação da tabela, 19 em Português.","Paulo, pois obteve maior mediana.","Paulo, pois obteve maior desvio padrão.",B,enem-data/enem-2010/171-images/context_img_0.png
36,142,"

Acompanhando o crescimento do filho, um casal constatou que, de 0 a 10 anos, a variação da sua altura se dava de forma mais rápida do que dos 10 aos 17 anos e, a partir de 17 anos, essa variação passava a ser cada vez menor, até se tornar imperceptível. Para ilustrar essa situação, esse casal fez um gráfico relacionando as alturas do filho nas idades consideradas.


","

Qual gráfico melhor representa a altura do filho desse casal em função da idade?


",enem-data/enem-2010/142-images/alt_img_0.png,enem-data/enem-2010/142-images/alt_img_1.png,enem-data/enem-2010/142-images/alt_img_2.png,enem-data/enem-2010/142-images/alt_img_3.png,enem-data/enem-2010/142-images/alt_img_4.png,A,
37,176,"


A disparidade de volume entre os planetas é tão grande que seria possível colocá-los uns dentro dos outros. O planeta Mercúrio é o menor de todos. Marte é o segundo menor: dentro dele cabem três Mercúrios. Terra é o único com vida: dentro dela cabem sete Martes. Netuno é o quarto maior: dentro dele cabem 58 Terras. Júpiter é o maior dos planetas: dentro dele cabem 23 Netunos.

Revista Veja. Ano 41, no 25, 25 jun. 2008 (adaptado).



","

Seguindo o raciocínio proposto, quantas Terras cabem dentro de Júpiter?


",406,1 334,4 002,9 338,28 014,B,
38,175,"


O quadro seguinte mostra o desempenho de um time de futebol no último campeonato. A coluna da esquerda mostra o número de gols marcados e a coluna da direita informa em quantos jogos o time marcou aquele número de gols.










","

Se X, Y e Z são, respectivamente, a média, a mediana e a moda desta distribuição, então


",X = Y < Z.,Z < X = Y.,Y < Z < X.,Z < X < Y.,Z < Y < X.,E,enem-data/enem-2010/175-images/context_img_0.png
39,174,"


João mora na cidade A e precisa visitar cinco clientes, localizados em cidades diferentes da sua. Cada trajeto possível pode ser representado por uma sequência de 7 letras. Por exemplo, o trajeto ABCDEFA, informa que ele sairá da cidade A, visitando as cidades B, C, D, E e F nesta ordem, voltando para a cidade A. Além disso, o número indicado entre as letras informa o custo do deslocamento entre as cidades. A figura mostra o custo de deslocamento entre cada uma das cidades.












Como João quer economizar, ele precisa determinar qual o trajeto de menor custo para visitar os cinco clientes. somente parte das sequências, pois os trajetos ABCDEFA e AFEDCBA têm o mesmo custo. Ele gasta 1min30s para examinar uma sequência e descartar sua simétrica, conforme apresentado.



","

O tempo mínimo necessário para João verificar todas as sequências possíveis no problema é de


",60 min.,90 min.,120 min.,180 min.,360 min.,B,enem-data/enem-2010/174-images/context_img_0.png
40,173,"


O diretor de um colégio leu numa revista que os pés das mulheres estavam aumentando. Há alguns anos, a média do tamanho dos calçados das mulheres era de 35,5 e, hoje, é de 37,0. Embora não fosse uma informação científica, ele ficou curioso e fez uma pesquisa com as funcionárias do seu colégio, obtendo o quadro a seguir:










","

Escolhendo uma funcionária ao acaso e sabendo que ela tem calçado maior que 36,0 a probabilidade de ela calçar 38,0 é


",1/3,1/5,2/5,5/7,5/14,D,enem-data/enem-2010/173-images/context_img_0.png
41,178,"


Ronaldo é um garoto que adora brincar com números. Numa dessas brincadeiras, empilhou caixas numeradas de acordo com a sequência conforme mostrada no esquema a seguir.













Ele percebeu que a soma dos números em cada linha tinha uma propriedade e que, por meio dessa propriedade, era possível prever a soma de qualquer linha posterior às já construídas.




","

A partir dessa propriedade, qual será a soma da 9a linha da sequência de caixas empilhadas por Ronaldo?


",9,45,64,81,285,D,enem-data/enem-2010/178-images/context_img_0.png
42,168,"


Em um casamento, os donos da festa serviam champanhe aos seus convidados em taças com formato de um hemisfério (Figura 1), porém um acidente na cozinha culminou na quebra de grande parte desses recipientes. Para substituir as taças quebradas, utilizou-se um outro tipo com formato de cone (Figura 2). No entanto, os noivos solicitaram que o volume de champanhe nos dois tipos de taças fosse igual.












Considere:




","

Sabendo que a taça com o formato de hemisfério é servida completamente cheia, a altura do volume de champanhe que deve ser colocado na outra taça, em centímetros, é de


","1,33","6,00","12,00","56,52","113,04",B,"enem-data/enem-2010/168-images/context_img_0.png,enem-data/enem-2010/168-images/context_img_1.png"
43,179,"


Um porta-lápis de madeira foi construído no formato cúbico, seguindo o modelo ilustrado a seguir. O cubo de dentro é vazio. A aresta do cubo maior mede 12 cm e a do cubo menor, que é interno, mede 8 cm.










","

O volume de madeira utilizado na confecção desse objeto foi de


",12 cm³,64 cm³,96 cm³,1216 cm³,1728 cm³,D,enem-data/enem-2010/179-images/context_img_0.png
44,180,"


Para conseguir chegar a um número recorde de produção de ovos de Páscoa, as empresas brasileiras começam a se planejar para esse período com um ano de ovos de Páscoa produzidos no Brasil no período de 2005 a 2009.










","

De acordo com o gráfico, o biênio que apresentou maior produção acumulada foi


",2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,E,enem-data/enem-2010/180-images/context_img_0.png
