,number,context,question,A,B,C,D,E,answer,context-images
18,109,"


Pesquisadores conseguiram estimular a absorção de energia luminosa em plantas graças ao uso de nanotubos de carbono. Para isso, nanotubos de carbono “se inseriram” no interior dos cloroplastos por uma montagem espontânea, através das membranas dos cloroplastos. Pigmentos da planta absorvem as radiações luminosas, os elétrons são “excitados” e se deslocam no interior de membranas dos cloroplastos, e a planta utiliza em seguida essa energia elétrica para a fabricação de açúcares. Os nanotubos de carbono podem absorver comprimentos de onda habitualmente não utilizados pelos cloroplastos, e os pesquisadores tiveram a ideia de utilizá-los como “antenas”, estimulando a conversão de energia solar pelos cloroplastos, com o aumento do transporte de elétrons. Nanotubos de carbono incrementam a fotossíntese de plantas.


Disponível em: http://lqes.iqm.unicamp.br. Acesso em: 14 nov. 2014 (adaptado).



","

O aumento da eficiência fotossintética ocorreu pelo fato de os nanotubos de carbono promoverem diretamente a


",utilização de água.,absorção de fótons.,formação de gás oxigênio.,proliferação dos cloroplastos.,captação de dióxido de carbono.,B,
19,116,"


O ferro é encontrado na natureza na forma de seus minérios, tais como a hematita (α-Fe2O3), a magnetita (Fe3O4) e a wustita (FeO). Na siderurgia, o ferro gusa é obtido pela fusão de minérios de ferro em altos fornos em condições adequadas. Uma das etapas nesse processo é a formação de monóxido de carbono. O CO (gasoso) é utilizado para reduzir o FeO (sólido), conforme a equação química:

FeO (s) + CO (g) –>  Fe (s) + CO2 (g)

Considere as seguintes equações termoquímicas:
Fe2O3 (s) + 3 CO (g) –> 2 Fe (s) + 3 CO2 (g) ∆rH = –25 kJ/mol de Fe2O3
3 FeO (s) + CO2 (g) –> Fe3O4 (s) + CO (g) ∆rH = –36 kJ/mol de CO2
2 Fe3O4 (s) + CO2 (g)  –> 3 Fe2O3 (s) + CO (g) ∆rH = +47 kJ/mol de CO2



","

O valor mais próximo de ∆rH em kJ/mol de FeO, para a reação indicada do FeO (sólido) com o CO (gasoso) é


",-14,-17,-50,-64,-100,B,
20,112,"


Os botos-cinza (Sotalia guianensis), mamíferos da família dos golfinhos, são excelentes indicadores da poluição das áreas em que vivem, pois passam toda a sua vida — cerca de 30 anos — na mesma região. Além disso, a espécie acumula mais contaminantes em seu organismo, como o mercúrio, do que outros animais da sua cadeia alimentar.

MARCOLINO, B. Sentinelas do mar. Disponível em:  http://cienciahoje.uol.com.br. Acesso em: 1 ago. 2012 (adaptado).



","

Os botos-cinza acumulam maior concentração dessas substâncias porque


",são animais herbívoros.,são animais detritívoros.,são animais de grande porte.,digerem o alimento lentamente,estão no topo da cadeia alimentar,E,
21,118,"


A distrofia muscular Duchenne (DMD) é uma doença causada por uma mutação em um gene localizado no cromossomo X. Pesquisadores estudaram uma família na qual gêmeas monozigóticas eram portadoras de um alelo mutante recessivo para esse gene (heterozigóticas). O interessante é que uma das gêmeas apresentava o fenótipo relacionado ao alelo mutante, isto é, DMD, enquanto a sua irmã apresentava fenótipo normal.

RICHARDS, C. S. et al. The American Journal of Human Genetics, n. 4, 1990 (adaptado).



","

A diferença na manifestação da DMD entre as gêmeas pode ser explicada pela


",dominância incompleta do alelo mutante em relação ao alelo normal.,falha na separação dos cromossomos X no momento da separação dos dois embriões.,recombinação cromossômica em uma divisão celular embrionária anterior à separação dos dois embriões.,inativação aleatória de um dos cromossomos X em fase posterior à divisão que resulta nos dois embriões.,origem paterna do cromossomo portador do alelo mutante em uma das gêmeas e origem materna na outra.,D,
22,115,"


A Mata Atlântica caracteriza-se por uma grande diversidade de epífitas, como as bromélias. Essas plantas estão adaptadas a esse ecossistema e conseguem captar luz, água e nutrientes mesmo vivendo sobre as árvores.

Disponível em: www.ib.usp.br. Acesso em: 23 fev. 2013 (adaptado).



","

Essas espécies captam água do(a)


",organismo das plantas vizinhas,solo através de suas longas raízes.,chuva acumulada entre suas folhas.,seiva bruta das plantas hospedeiras.,comunidade que vive em seu interior.,C,
23,108,"

Dispositivos eletrônicos que utilizam materiais de baixo custo, como polímeros semicondutores, têm sido desenvolvidos para monitorar a concentração de amônia (gás tóxico e incolor) em granjas avícolas. A polianilina é um polímero semicondutor que tem o valor de sua resistência elétrica nominal quadruplicado quando exposta a altas concentrações de amônia. Na ausência de amônia, a polianilina se comporta como um resistor ôhmico e a sua resposta elétrica é mostrada no gráfico.









","

O valor da resistência elétrica da polianilina na presença de altas concentrações de amônia, em ohm, é igual a


","0,5 x 100","2,0 x 100","2,5 x 105","5,0 x 105","2,0 x 106",E,enem-data/enem-2017/108-images/context_img_0.png
24,111,"


Fusível é um dispositivo de proteção contra sobrecorrente em circuitos. Quando a corrente que passa por esse componente elétrico é maior que sua máxima corrente nominal, o fusível queima. Dessa forma, evita que a corrente elevada danifique os aparelhos do circuito. Suponha que o circuito elétrico mostrado seja alimentado por uma fonte de tensão U e que o fusível suporte uma corrente nominal de 500 mA.










","

Qual é o máximo valor da tensão U para que o fusível não queime?


",20 V,40 V,60 V,120 V,185 V,D,enem-data/enem-2017/111-images/context_img_0.png
25,113,"


O trombone de Quincke é um dispositivo experimental utilizado para demonstrar o fenômeno da interferência de ondas sonoras. Uma fonte emite ondas sonoras de determinada frequência na entrada do dispositivo. Essas ondas se dividem pelos dois caminhos (ADC e AEC) e se encontram no ponto C, a saída do dispositivo, onde se posiciona um detector. O trajeto ADC pode ser aumentado pelo deslocamento dessa parte do dispositivo. Com o trajeto ADC igual ao AEC, capta-se um som muito intenso na saída. Entretanto, aumentando-se gradativa mente o trajeto ADC, até que ele fique como mostrado na figura, a intensidade do som na saída fica praticamente nula. Desta forma, conhecida a velocidade do som no interior do tubo (320 m/s), é possível determinar o valor da frequência do som produzido pela fonte.










","

O valor da frequência, em hertz, do som produzido pela fonte sonora é


",3200,1600,800,640,400,C,enem-data/enem-2017/113-images/context_img_0.png
26,122,"


Na Idade Média, para elaborar preparados a partir de plantas produtoras de óleos essenciais, as coletas das espécies eram realizadas ao raiar do dia. Naquela época, essa prática era fundamentada misticamente pelo efeito mágico dos raios lunares, que seria anulado pela emissão dos raios solares. Com a evolução da ciência,
foi comprovado que a coleta de algumas espécies ao raiar do dia garante a obtenção de material com maiores quantidades de óleos essenciais.



","

A explicação científica que justifica essa prática se baseia na


",volatilização das substâncias de interesse.,polimerização dos óleos catalisada pela radiação solar.,solubilização das substâncias de interesse pelo orvalho.,oxidação do óleo pelo oxigênio produzido na fotossíntese.,liberação das moléculas de óleo durante o processo de fotossíntese.,A,
27,125,"

Um motorista que atende a uma chamada de celular é levado à desatenção, aumentando a possibilidade de acidentes ocorrerem em razão do aumento de seu tempo de reação. Considere dois motoristas, o primeiro atento e o segundo utilizando o celular enquanto dirige. Eles aceleram seus carros inicialmente a 1,00 m/s². Em resposta a uma emergência, freiam com uma desaceleração igual a 5,00 m/s². O motorista atento aciona o freio à velocidade de 14,0 m/s, enquanto o desatento, em situação análoga, leva 1,00 segundo a mais para iniciar a frenagem.


","

Que distância o motorista desatento percorre a mais do que o motorista atento, até a parada total dos carros?


","2,90 m.","14,0 m.","14,5 m.","15,0 m.","17,4 m.",E,
28,121,"


Alguns tipos de dessalinizadores usam o processo de osmose reversa para obtenção de água potável a partir da água salgada. Nesse método, utiliza-se um recipiente contendo dois compartimentos separados por uma membrana semipermeável: em um deles coloca-se água salgada e no outro recolhe-se a água potável. A aplicação de pressão mecânica no sistema faz a água fluir de um compartimento para o outro. O movimento das moléculas de água através da membrana é controlado pela pressão osmótica e pela pressão mecânica aplicada.



","

Para que ocorra esse processo é necessário que as resultantes das pressões osmótica e mecânica apresentem


",mesmo sentido e mesma intensidade.,sentidos opostos e mesma intensidade.,sentidos opostos e maior intensidade da pressão osmótica.,mesmo sentido e maior intensidade da pressão osmótica.,sentidos opostos e maior intensidade da pressão mecânica.,E,
29,130,"

Em algumas residências, cercas eletrificadas são utilizadas com o objetivo de afastar possíveis invasores. Uma cerca eletrificada funciona com uma diferença de potencial elétrico de aproximadamente 10 000 V. Para que não seja letal, a corrente que pode ser transmitida através de uma pessoa não deve ser maior do que 0,01 A. Já a resistência elétrica corporal entre as mãos e os pés de uma pessoa é da ordem de 1000 Ω


","

Para que a corrente não seja letal a uma pessoa que toca a cerca eletrificada, o gerador de tensão deve possuir uma resistência interna que, em relação à do corpo humano, é


",praticamente nula.,aproximadamente igual.,milhares de vezes maior.,da ordem de 10 vezes maior.,da ordem de 10 vezes menor.,C,
30,114,"


O ácido acetilsalicílico, AAS (massa molar igual a 180 g/mol), é sintetizado a partir da reação do ácido salicílico (massa molar igual a 138 g/mol) com anidrido acético, usando-se ácido sulfúrico como catalisador, conforme a equação química:












Após a síntese, o AAS é purificado e o rendimento flnal é de aproximadamente 50%. Devido às suas propriedades farmacológicas (antitérmico, analgésico, anti-inflamatório e antitrombótico), o AAS é utilizado como medicamento na forma de comprimidos, nos quais se emprega tipicamente uma massa de 500 mg dessa substância.



","

 
Uma indústria farmacêutica pretende fabricar um lote de 900 mil comprimidos, de acordo com as especificações do texto. Qual é a massa de ácido salicílico, em kg, que deve ser empregada para esse fim?


",293,345,414,690,828,D,enem-data/enem-2017/114-images/context_img_0.png
31,120,"


Diversos produtos naturais podem ser obtidos de plantas por processo de extração. O lapachol é da classe das naftoquinonas. Sua estrutura apresenta uma hidroxila enólica (pKa = 6,0) que permite que este composto seja isolado da serragem dos ipês por extração com solução adequada, seguida de filtração simples. Considere que pKa = -log Ka, em que Ka é a constante ácida da reação de ionização do lapachol.










","

Qual solução deve ser usada para extração do lapachol da serragem do ipê com maior eficiência?


",Solução de Na2CO3 para formar um sal de lapachol.,"Solução-tampão ácido acético/acetato de sódio (pH = 4,5).",Solução de NaCI a fim de aumentar a força iônica do meio.,Solução de Na2SO4 para formar um par iônico com lapachol.,Solução de HCI a fim de extraí-lo por meio de reação ácido-base.,A,enem-data/enem-2017/120-images/context_img_0.png
32,127,"

Para demonstrar o processo de transformação de energia mecânica em elétrica, um estudante constrói um pequeno gerador utilizando:

-um fio de cobre de diâmetro D enrolado em N espiras circulares de área A;
-dois ímãs que criam no espaço entre eles um campo magnético uniforme de intensidade B; e
-um sistema de engrenagens que lhe permite girar as espiras em torno de um eixo com uma frequência f.

Ao fazer o gerador funcionar, o estudante obteve uma tensão máxima V e uma corrente de curto-circuito i.


","

Para dobrar o valor da tensão máxima V do gerador mantendo constante o Valor da corrente de Curto i, o estudante deve dobrar o(a)


",número de espiras.,frequência de giro.,intensidade do campo magnético.,área das espiras.,diâmetro do fio.,A,
33,119,"


Para se adequar às normas ambientais atuais, as construtoras precisam prever em suas obras a questão do uso de materiais de modo a minimizar os impactos causados no local. Entre esses materiais está o chamado concregrama ou pisograma, que é um tipo de revestimento composto por peças de concreto com áreas vazadas, preenchidas com solo gramado. As figuras apresentam essas duas formas de piso feitos de concreto.










","

A utilização desse tipo de piso em uma obra tem o objetivo de evitar, no solo, a


",impermeabilização.,diminuição da temperatura.,acumulação de matéria orgânica.,alteração do pH.,salinização.,A,enem-data/enem-2017/119-images/context_img_0.png
34,129,"


A terapia celular tem sido amplamente divulgada como revolucionária, por permitir a regeneração de tecidos a partir de células novas. Entretanto, a técnica de se introduzirem novas células em um tecido, para o tratamento de enfermidades em indivíduos, já era aplicada rotineiramente em hospitais.



","

A que técnica refere-se o texto?


",Vacina.,Biópsia.,Hemodiálise.,Quimioterapia.,Transfusão de sangue.,E,
35,152,"

Em um teleférico turístico, bondinhos saem de estações ao nível do mar e do topo de uma montanha. A travessia dura 1,5 minuto e ambos os bondinhos se deslocam à mesma velocidade. Quarenta segundos após o bondinho A partir da estação ao nível do mar, ele cruza com o bondinho B, que havia saído do topo da montanha.


","

Quantos segundos após a partida do bondinho B partiu o bondinho A?


",5.,10.,15.,20.,25.,B,
36,126,"


Uma das estratégias para conservação de alimentos é o salgamento, adição de cloreto de sódio (NaCl), historicamente utilizado por tropeiros, vaqueiros e sertanejos para conservar carnes de boi, porco e peixe.



","

O que ocorre com as células presentes nos alimentos preservados com essa técnica?


",O sal adicionado diminui a concentração de solutos em seu interior.,O sal adicionado desorganiza e destrói suas membranas plasmáticas.,A adição de sal altera as propriedades de suas membranas plasmáticas.,Os íons Na+ e CI- provenientes da dissociação do sal entram livremente nelas.,A grande concentração de sal no meio extracelular provoca a saída de água de dentro delas.,E,
37,134,"

No manual fornecido pelo fabricante de uma ducha elétrica de 220V é apresentado um gráfico com a variação da temperatura da água em função da vazão para três condições (morno, quente e superquente). Na condição superquente, a potência dissipada é de 6500 W.
Considere o calor específico da água igual a 4200 J/(kg C) e a densidade da água igual a 1 kg/L.









","

Com base nas informações dadas, a potência na condição morno corresponde a que fração da potência na condição superquente?


",1/3.,1/5.,3/5.,3/8.,5/8.,D,enem-data/enem-2017/134-images/context_img_0.png
38,123,"


A epilação a laser (popularmente conhecida como depilação a laser) consiste na aplicação de uma fonte de luz para aquecer e causar uma lesão localizada e controlada nos folículos capilares. Para evitar que outros tecidos sejam danificados, selecionam-se comprimentos de onda que são absorvidos pela melanina presente nos pelos, mas que não afetam a oxi-hemoglobina do sangue e a água dos tecidos da região em que o tratamento será aplicado. A figura mostra como é a absorção de diferentes comprimentos de onda pela melanina, oxi-hemoglobina e água.










","

Qual é o comprimento de onda, em nm, ideal para a epilação a laser?


",400,700,1100,900,500,B,enem-data/enem-2017/123-images/context_img_0.png
39,117,"


A invenção do LED azul, que permite a geração de outras cores para compor a luz branca, permitiu a construção de lâmpadas energeticamente mais eficientes e mais duráveis do que as incandescentes e fluorescentes. Em um experimento de laboratório, pretende-se associar duas pilhas em série para acender um LED azul que requer 3,6 volts para o seu funcionamento. Considere as semirreações de redução e seus respectivos potenciais mostrados no quadro.










","

Qual associação em série de pilhas fornece diferença de potencial, nas condições-padrão, suficiente para acender o LED azul?


",enem-data/enem-2017/117-images/alt_img_0.png,enem-data/enem-2017/117-images/alt_img_1.png,enem-data/enem-2017/117-images/alt_img_2.png,enem-data/enem-2017/117-images/alt_img_3.png,enem-data/enem-2017/117-images/alt_img_4.png,C,enem-data/enem-2017/117-images/context_img_0.png
40,132,"


A reação em cadeia da polimerase (PCR, na sigla em inglês) é uma técnica de biologia molecular que permite replicação in vitro do DNA de forma rápida. Essa técnica surgiu na década de 1980 e permitiu avanços científicos em todas as áreas de investigação genômica. A dupla hélice é estabilizada por ligações hidrogênio, duas entre as bases adenina (A) e timina (T) e três entre as bases guanina (G) e citosina (C). Inicialmente, para que o DNA possa ser replicado, a dupla hélice precisa ser totalmente desnaturada (desenrolada) pelo aumento da temperatura, quando são desfeitas as ligações hidrogênio entre as diferentes bases nitrogenadas.



","

Qual dos segmentos de DNA será o primeiro a desnaturar totalmente durante o aumento da temperatura na reação de PCR?


",enem-data/enem-2017/132-images/alt_img_0.png,enem-data/enem-2017/132-images/alt_img_1.png,enem-data/enem-2017/132-images/alt_img_2.png,enem-data/enem-2017/132-images/alt_img_3.png,enem-data/enem-2017/132-images/alt_img_4.png,C,
