,number,context,question,A,B,C,D,E,answer,context-images
10,141,"







","

O valor pago na locadora Q é menor ou igual àquele pago na locadora P para distâncias, em quilômetros, presentes em qual(is) intervalo(s)?


",De 20 a 100.,De 80 a 130.,De 100 a 160.,De 0 a 20 e de 100 a 160.,De 40 a 80 e de 130 a 160.,D,enem-data/enem-2015/141-images/context_img_0.png
11,155,"


Segundo dados apurados no Censo 2010, para uma população de 101,8 milhões de brasileiros com 10 anos ou mais de idade e que teve algum tipo de rendimento em 2010, a renda média mensal apurada foi de R$ 1 202,00. A soma dos rendimentos mensais dos 10% mais pobres correspondeu a apenas 1,1% do total de rendimentos dessa população considerada, enquanto que a soma dos rendimentos mensais dos 10% mais ricos correspondeu a 44,5% desse total.

Disponível em: www.estadao.com.br. Acesso em: 16 nov. 2011(adaptado).



","

Qual foi a diferença, em reais, entre a renda média mensal de um brasileiro que estava na faixa dos 10% mais ricos e de um brasileiro que estava na faixa dos 10% mais pobres?


","240,40","548,11","1 723,67","4 026,70","5 216,68",E,
12,142,"







","

Quantas configurações distintas das notas a serem atribuídas pelo jurado B no quesito Bateria tornariam campeã a Escola II?


",21,90,750,1 250,3 125,C,enem-data/enem-2015/142-images/context_img_0.png
13,143,"








De acordo com as normas desse porto, os contêineres deverão ser empilhados de forma a não sobrarem espaços nem ultrapassarem a área delimitada


","

Após o empilhamento total da carga e atendendo à norma do porto, a altura mínima a ser atingida por essa pilha de contêineres é


","12,5 m.","17,5 m.","25,0 m.","22,5 m.","32,5 m.",A,enem-data/enem-2015/143-images/context_img_0.png
14,154,"








Uma enfermeira deve administrar um medicamento X a uma criança inconsciente, cuja dosagem de adulto é de 60 mg. A enfermeira não consegue descobrir onde está registrada a idade da criança no prontuário, mas identifica que, algumas horas antes, foi administrada a ela uma dose de 14 mg de um medicamento Y, cuja dosagem de adulto é 42 mg. Sabe-se que a dose da medicação Y administrada à criança estava correta.


","

Então, a enfermeira deverá ministrar uma dosagem do medicamento X, em miligramas, igual a


",15.,20.,30.,36.,40.,B,enem-data/enem-2015/154-images/context_img_0.png
15,157,"

q = 400 – 100p,



na qual q representa a quantidade de pães especiais vendidos diariamente e p, o seu preço em reais.
A fim de aumentar o fluxo de clientes, o gerente da padaria decidiu fazer uma promoção. Para tanto, modificará o preço do pão especial de modo que a quantidade a ser vendida diariamente seja a maior possível, sem diminuir a média de arrecadação diária na venda desse produto.


","

 
O preço p, em reais, do pão especial nessa promoção deverá estar no intervalo


","R$ 0,50 ≤ p < R$ 1,50","R$ 1,50 ≤ p < R$ 2,50","R$ 2,50 ≤ p < R$ 3,50","R$ 3,50 ≤ p < R$ 4,50","R$ 4,50 ≤ p < R$ 5,50",A,
16,158,"


Para diminuir os custos, a proposta escolhida deveria ser também aquela que vacinasse a menor quantidade possível de pessoas.

Disponível em: www.virushpv.com.br. Acesso em: 30 ago. 2014 (adaptado).



","

A proposta implementada foi a de número


",I.,II.,III.,IV.,V.,A,
17,167,"

Utilize 3,0 como aproximação para π.


","

O índice pluviométrico da região, durante o período do temporal, em milímetros, é de


","10,8.","12,0.","32,4.","108,0.","324,0.",D,
18,163,"



","

Qual deve ser o aumento, em metros, no raio da cisterna para atingir o volume desejado?


","0,5","1,0","2,0","3,5","8,0",C,
19,160,"







","

A mediana dos tempos apresentados no quadro é


","20,70.","20,77.","20,80.","20,85.","20,90.",D,enem-data/enem-2015/160-images/context_img_0.png
20,166,"







","

A ordem de classificação final desse concurso é


","A, B, C, E, D.","B, A, C, E, D.","C, B, E, A, D.","C, B, E, D, A.","E, C, D, B, A.",B,enem-data/enem-2015/166-images/context_img_0.png
21,164,"







","

Entre esses polígonos, o único que satisfaz as condições necessárias para representar a ingestão correta de diferentes tipos de alimentos é o


",triângulo.,losango.,pentágono.,hexágono.,octógono.,C,enem-data/enem-2015/164-images/context_img_0.png
22,168,"








Os estudos indicam que o novo ponto T deverá ser instalado, nesse percurso, entre as paradas já existentes P e Q, de modo que as distâncias percorridas pelo ônibus entre os pontos P e T e entre os pontos T e Q sejam iguais.


","

De acordo com os dados, as coordenadas do novo ponto de parada são


",(290 ; 20).,(410 ; 0).,(410 ; 20).,(440 ; 0).,(440 ; 20).,E,enem-data/enem-2015/168-images/context_img_0.png
23,161,"








Visando atender as orientações do Comitê Central da Federação Internacional de Basquete (Fiba) em 2010, que unificou as marcações das diversas ligas, foi prevista uma modificação nos garrafões das quadras, que passariam a ser retângulos, como mostra o Esquema II.









","

Após executdas as modificações previstas, houve uma alteração na área ocupada por cada garrafão, que corresponde a um(a)


",aumento de 5 800 cm².,aumento de 75 400 cm².,aumento de 214 600 cm².,diminuição de 63 800 cm².,diminuição de 272 600 cm².,A,"enem-data/enem-2015/161-images/context_img_0.png,enem-data/enem-2015/161-images/context_img_1.png"
24,171,"








O parque aquático já conta com uma piscina em formato retangular com dimensões 50 m x 24 m.
O proprietário quer que a área ocupada pela nova piscina seja menor que a ocupada pela piscina já existente.
Considere 3,0 como aproximação para π.


","

O maior valor possível para R, em metros, deverá ser


",16.,28.,29.,31.,49.,B,enem-data/enem-2015/171-images/context_img_0.png
25,176,"








onde x representa o mês do ano, sendo x = 1 associado ao mês de janeiro, x = 2 ao mês de fevereiro, e assim sucessivamente, até x = 12 associado ao mês de dezembro.


","

Na safra, o mês de produção máxima desse produto é


",janeiro.,abril.,junho.,julho.,outubro.,D,enem-data/enem-2015/176-images/context_img_0.png
26,177,"







","

Segundo as regras do jogo, quantas cartas da mão desse jogador podem formar um par com a carta da mesa?


",9,7,5,4,3,E,enem-data/enem-2015/177-images/context_img_0.png
27,148,"








Após os cortes, a folha é aberta e a bandeirinha está pronta.


","

A figura que representa a forma da bandeirinha pronta é


",enem-data/enem-2015/148-images/alt_img_0.png,enem-data/enem-2015/148-images/alt_img_1.png,enem-data/enem-2015/148-images/alt_img_2.png,enem-data/enem-2015/148-images/alt_img_3.png,enem-data/enem-2015/148-images/alt_img_4.png,E,enem-data/enem-2015/148-images/context_img_0.png
28,178,"








Uma empresa vai lançar uma promoção utilizando apenas uma categoria nas classes A e B (A/B) e uma categoria nas classes C e D (C/D).


","

De acordo com o resultado da pesquisa, para atingir o maior número de consumidores das classes A/B e C/D, a empresa deve realizar a promoção, respectivamente, via


",Correios e SMS.,internet e Correios.,internet e internet.,internet e mídias sociais.,rádio/TV e rádio/TV.,B,enem-data/enem-2015/178-images/context_img_0.png
29,165,"








A forma do vidro foi concebida de modo que o eixo x sempre divida ao meio a altura h do vidro e a base do vidro seja paralela ao eixo x. Obedecendo a essas condições, o engenheiro determinou uma expressão que fornece a altura h do vidro em função da medida n de sua base, em metros.
 


","

A expressão algébrica que determina a altura do vidro é


",enem-data/enem-2015/165-images/alt_img_0.png,enem-data/enem-2015/165-images/alt_img_1.png,enem-data/enem-2015/165-images/alt_img_2.png,enem-data/enem-2015/165-images/alt_img_3.png,enem-data/enem-2015/165-images/alt_img_4.png,E,enem-data/enem-2015/165-images/context_img_0.png
30,170,"










Disponível em: www.gebh.net. Acesso em: 30 out. 2013 (adaptado).



","

O número de formas distintas de se acomodar a família nesse voo é calculado por


",enem-data/enem-2015/170-images/alt_img_0.png,enem-data/enem-2015/170-images/alt_img_1.png,enem-data/enem-2015/170-images/alt_img_2.png,enem-data/enem-2015/170-images/alt_img_3.png,enem-data/enem-2015/170-images/alt_img_4.png,A,enem-data/enem-2015/170-images/context_img_0.png
