,number,context,question,A,B,C,D,E,answer,context-images
10,11,"


Maio foi colorido de amarelo, e o foi porque mundialmente amarelo é a cor convencionada para as advertências. No trânsito, essas advertências têm sido fatais. A estimativa, caso nada seja feito, é a de que se atinjam assustadoras 2,4 milhões de mortes no trânsito em 2030 em todo o mundo.
A pressa constante, o sentimento de invencibilidade, a certeza de invulnerabilidade, a necessidade de poder, a falta de civilidade, a certeza de impunidade, a ausência de solidariedade, a inexistência de compaixão e o desrespeito por si próprio são circunstâncias reais que, não raro, concorrem para o comportamento violento no trânsito.
O Maio Amarelo, que preconiza a atenção pela vida, é uma das iniciativas nesse sentido. E é precisamente a atenção pela vida que está esquecida. Essa atenção, por certo, requer menos pressa, mais civilidade, limites assegurados, consciência de vulnerabilidade, solidariedade, compaixão e respeito por si e pelo outro. Reafirmar e praticar esses princípios e valores talvez seja um caminho mais seguro e menos violento, que garanta a vida e não celebre a morte.

Disponível em: http://portaldotransito.com.br. Acesso em: 11 dez. 2018 (adaptado).



","

Considerando os procedimentos argumentativos utilizados, infere-se que o objetivo desse texto é


",enumerar as causas determinantes da violência no trânsito.,contextualizar a campanha de advertência no cenário mundial.,divulgar dados numéricos alarmantes sobre acidentes de trânsito.,sensibilizar o público para a importância de uma direção responsável.,restringir os problemas da violência no trânsito a aspectos emocionais.,D,
11,9,"


Na Idade Média, as notícias se propagavam com surpreendente eficácia. Segundo uma emérita professora de Sorbonne, um cavalo era capaz de percorrer 30 quilômetros por dia, mas o tempo podia se acelerar dependendo do interesse da notícia. As ordens mendicantes tinham um papel importante na disseminação de informações, assim como os jograis, os peregrinos e os vagabundos, porque todos eles percorriam grandes distâncias. As cidades também tinham correios organizados e selos para lacrar mensagens e tentar certificar a veracidade das correspondências. Graças a tudo isso, a circulação de boatos era intensa e politicamente relevante. Um exemplo clássico de fake news da era medieval é a história do rei que desaparece na batalha e reaparece muito depois, idoso e transformado.
 
 

Disponível em: www.elpais.com.br. Acesso em: 18 jun. 2018 (adaptado)



","

A propagação sistemática de informações é um fenômeno recorrente na história e no desenvolvimento das sociedades. No texto, a eficácia dessa propagação está diretamente relacionada ao (à)


",velocidade de circulação das notícias.,nível de letramento da população marginalizada.,poder de censura por parte dos serviços públicos.,legitimidade da voz dos representantes da nobreza.,diversidade dos meios disponíveis em uma época histórica.,E,
12,12,"


Era um gato preto, como convinha a um cultor das boas letras, que já lera Poe traduzido por Baudelaire. Preto e gordo. E lerdo. Tão gordo e lerdo que a certa altura observei que ia perdendo inteiramente as qualidades características da raça, que são em suma o ódio de morte aos ratos. Já nem os afugentava! Os ratos de Ouro Preto são também dignos e solenes — não ria — tradicionalistas… descendentes de outros ratos que naqueles mesmos casarões presenciaram acontecimentos importantes da nossa história… No sobrado do desembargador Tomás Antônio Gonzaga, imagine o senhor uma reunião dos sonhadores inconfidentes, com os antepassados daqueles ratos a passearem pelo sótão ou mesmo pelo assoalho por entre as pernas dos homens absortos na esperança da independência nacional! E depois, os ancestres daqueles roedores que eu via agora deslizar sutilmente no meu quarto podiam ter subido pelo poste da ignomínia colonial, onde estava exposta a cabeça do Tiradentes! E quando as órbitas se descarnaram ignominiosamente, podiam até ter penetrado no recesso daquele crânio onde verdadeiramente ardera a literatura, com a simplicidade do heroísmo, a febre nacionalista…

ALPHONSUS, J. Contos e novelas. Rio de Janeiro: Imago; Brasília: INL, 1976.



","

Descrevendo seu gato, o narrador remete ao contexto e a protagonistas da Inconfidência para criar um efeito desconcertante centrado no


",desenho imaginativo do casario colonial de Ouro Preto.,efeito de apagamento de limites entre ficção e realidade.,vínculo estabelecido entre animais urbanos e literatura.,questionamento sutil quanto à sanidade dos inconfidentes.,contraste entre austeridade pomposa e imagem repugnante.,E,
13,8,"







","

Esse anúncio publicitário, veiculado durante o contexto da pandemia de covid-19, tem por finalidade


",divulgar o canal telefônico de atendimento a casos de violência contra a mulher.,informar sobre a atuação de uma entidade defensora da mulher vítima de violência.,evidenciar o trabalho da Defensoria Pública em relação ao problema do abuso contra a mulher.,alertar a sociedade sobre o aumento da violência contra a mulher em decorrência do coronavírus.,incentivar o público feminino a denunciar crimes de violência contra a mulher durante o período de isolamento,E,enem-data/enem-2023/8-images/context_img_0.png
14,14,"


Migalhas 
Entre a toalha branca e um bule de café
seria inapropriado dizer
eu não te amo mais.
Era necessário algo mais solene,
um jardim japonês para as perdas pensadas,
um noturno de tempestade para arrebentar de dor,
uma praia de pedras para chorar em silêncio,
uma cama alta para o incenso da despedida,
uma janela dando para o abismo.
No entanto você abaixa os olhos
e recolhe lentamente as migalhas de pão
sobre a mesa posta para dois.
 
 

MARQUES, A. M. A vida submarina. São Paulo: Cia. das Letras, 2021.



","

Nesse poema, a representação do sentimento amoroso recupera a tradição lírica, mas se ajusta à visão contemporânea ao


",invocar o interlocutor para uma tomada de posição.,questionar a validade do envolvimento romântico.,diluir em banalidade a comoção de um amor frustrado.,transformar em paz as emoções conflituosas do casal.,condicionar a existência da paixão a espaços idealizados.,C,
15,5,"


TEXTO I
¿QUÉ ME PASA?:
¿PorQUE ME CUESTA TANTO ESTUDIAR?
¿PORQUE ME CUESTA TANTO CONCENTRARME?
¿PoRQUE……
¿PORQUÉ…..
¿PORQUÉ NO CONSIGO APRENDER COMO LOS DEMÁS?







Disponível em: www.otrasvoceseneducacion.org. Acesso em: 8 nov. 2022.






ТЕХТО II
Ishaan Awashi es un niño de 8 años cuyo mundo está plagado de maravillas que nadie más parece apreciar: colores, peces, perros y cometas, que simplemente no son importantes en la vida de los adultos, que parecen más interesados en cosas como los deberes, las notas o la limpieza. E Ishaan parece no poder hacer nada bien en clase. Cuando los problemas que ocasiona superan a sus padres, es internado en un colegio para que le disciplinen. Las cosas no mejoran en el nuevo colegio, donde Ishaan tiene además que aceptar estar lejos de sus padres. Hasta que un dia, el nuevo profesor de arte, Ram Shankar Nikumbh, entra en escena, se interesa por el pequeño Ishaan y todo cambia.

Disponível em: https://elfinalde.com. Acesso em: 26 out. 2021 (adaptado)



","

O filme Como estrellas en la tierra aborda o tema da dislexia. Relacionando o cartaz do filme com a sinopse, constata-se que o(a)


",olhar diferenciado para com o outro gera mudanças.,estudante com dislexia apresenta um tom questionador.,abordagem para lidar com a dislexia é pautada na disciplina.,contato com os pais prejudica o acompanhamento da dislexia.,mudança de interesses ocorre na transição da infância para a vida adulta.,A,enem-data/enem-2023/5-images/context_img_0.png
16,1,"




Disponivel em: www.cartoonstock.com. Acesso em: 25 out. 2021




","

Ao retratar o ambiente de trabalho em um escritório, esse cartum tem por objetivo


",criticar um padrão de vestimenta. ,destacar a falta de diversidade. ,indicar um modo de interação. ,elogiar um modelo de organização., salientar o espírito de cooperação.,B,enem-data/enem-2023/1-images/context_img_0.png
17,15,"


Passado muito tempo, resolvi tentar falar, porque estava sozinha me embrenhando na mesma vereda que Donana costumava entrar. Ainda recordo da palavra que escolhi: arado. Me deleitava vendo meu pai conduzindo o arado velho da fazenda carregado pelo boi, rasgando a terra para depois lançar grãos de arroz em torrões marrons e vermelhos revolvidos. Gostava do som redondo fácil e ruidoso que tinha ao ser enunciado. “Vou trabalhar no arado.” “Vou arar a terra.” “Seria bom ter um arado novo, esse arado tá troncho e velho.” O som que deixou minha boca era uma aberração, uma desordem, como se no lugar do pedaço perdido da língua tivesse um ovo quente. Era um arado torto, deformado, que penetrava a terra de tal forma a deixá-la infértil, destruída, dilacerada.
 
 

VIEIRA JR.. I. Torto arado. São Paulo: Todavia, 2019.



","

Com a perda de parte da língua na infância, a narradora tenta voltar a falar. Essa tentativa revela uma experiência que


",reflete o olhar do pai sobre as etapas do plantio.,metaforiza a linguagem como ferramenta de lavoura.,"explicita, na busca pela palavra, o medo da solidão.",confirma a frustração da narradora com relação à terra.,"sugere, na ausência da linguagem, a estagnação do tempo.",B,
18,22,"


A indústria do esporte eletrônico é um mercado que está crescendo em um ritmo mais rápido do que a economia mundial. Sua popularidade cresceu muito e no Brasil não é diferente. De acordo com os dados de uma pesquisa, mais de 64% dos brasileiros que jogam videogame já ouviram falar de esporte eletrônico. No entanto, o que chama a atenção é o crescimento superior a 10% do público praticante comparado ao ano anterior, que subiu de 44,7% para 55,4%. Trata-se de um percentual expressivo, já que o Brasil está no top 3 dentre os países que têm maior número de espectadores de esporte eletrônico do mundo. Comparado ao ano anterior, em 2020, o Brasil teve um marco de crescimento de 20% na audiência. Mundo afora, a árdua dedicação de grandes gamers contribuiu para o reconhecimento do Comitê Olímpico Internacional, aliado a outras cinco federações esportivas e suas desenvolvedoras de jogos, que direcionaram um olhar mais atento ao assunto, permitindo dar o primeiro passo para concretizar, pela primeira vez na história dos jogos eletrônicos, um evento olímpico oficial.

Disponível em: https://chicoterra.com. Acesso em: 15 nov. 2021 (adaptado).



","

O contexto em que o esporte eletrônico é apresentado no texto demonstra o(a)


",condição favorável à expansão dessa modalidade.,promoção dessa prática por jogadores profissionais. ,impulsionamento de um processo de marketing.,favorecimento de fabricantes dos jogos.,modificação da audiência televisiva.,A,
19,16,"


A escravidão
Esses meninos que aí andam jogando peteca não viram nunca um escravo… Quando crescerem, saberão que já houve no Brasil uma raça triste, votada à escravidão e ao desespero; e verão nos museus a coleção hedionda dos troncos, dos vira-mundos e dos bacalhaus; e terão notícias dos trágicos horrores de uma época maldita: filhos arrancados ao seio das mães, virgens violadas em pranto, homens assados lentamente em fornos de cal, mulheres nuas recebendo na sua mísera nudez desvalida o duplo ultraje das chicotadas e dos olhares do feitor bestial. […] Mas a sua indignação nunca poderá ser tão grande como a daqueles que nasceram e cresceram em pleno horror, no meio desse horrível drama de sangue e lodo, sentindo dentro do ouvido e da alma, numa arrastada e contínua melopeia, o longo gemer da raça mártir — orquestração satânica de todos os soluços, de todas as impressões, de todos os lamentos que a tortura e a injustiça podem arrancar a gargantas humanas.

BILAC, O. Disponível em: www.escritas.org. Acesso em: 29 out. 2021



","

Publicado em 1902, o texto de Olavo Bilac enfatiza as mazelas da escravidão no Brasil ao


",descrever de modo impessoal as consequências da exploração racial sobre as gerações futuras.,contrapor a infância privilegiada das crianças da época à infância violentada das crianças escravizadas.,antecipar o futuro apagamento das marcas da escravidão no contexto social.,criticar a atenuação da violência contra os povos escravizados nas memórias retratadas pelos museus.,imaginar a reação de indiferença de seus contemporâneos com os escravizados libertos.,C,
20,24,"


O uso das redes sociais como forma de ampliar universos foi uma descoberta recente para o artista Wolney Fernandes, que começou a criar quando o ambiente em Goiás era mais árido em relação às artes visuais. “Hoje, ser diferente é uma potência e quem sabe o que quer com a própria arte encontra espaço”, diz. As colagens artísticas do goiano aparecem em capas de obras literárias pelo Brasil e exterior.
 

Disponível em: https://opopular.com.br. Acesso em: 15 nov. 2021 (adaptado).



","

O artista goiano Wolney Fernandes busca expor seu trabalho por meio de plataformas virtuais com o objetivo de


","dar suporte à técnica de colagem em Artes Visuais, contornando dificuldades práticas.","aproximar-se da estética visual própria da editoração de obras artísticas, como capas de livros.","oferecer uma vitrine internacional para sua produção artística, a fim de dar mais visibilidade a suas obras.","enfatizar o caráter original e inovador de suas criações artísticas, diferenciando-se das artes tradicionais.","trazer um sentido tecnológico às suas colagens, uma vez que as imagens artísticas são recorrentes nas redes sociais.",C,
21,30,"


A neozelandesa Laurel Hubbard fez história nos Jogos Olimpicos. Apesar de ter ficado de fora da disputa por medalhas, a levantadora de peso deixou sua marca na edição de Tóquio por ser a primeira mulher abertamente transgênero a participar de uma competição olímpica. No início da carreira, na década de 1990, a neozelandesa participava de disputas na categoria masculina. Em 2001, aos 23 anos, ela se afastou da atividade. “A pressão de tentar me encaixar em um mundo que talvez não tenha sido feito para pessoas como eu se tornou um fardo muito grande para suportar.” Em 2012, Laurel começou sua transição de gênero por meio de terapias hormonais e, em 2013, declarou abertamente ser uma mulher trans. Para o Comitê Olímpico Internacional, a participação de mulheres trans nos Jogos é permitida caso o nível de testosterona, hormônio que aumenta a massa muscular, esteja abaixo de 10 nanomols por litro por pelo menos 12 meses.

Disponivel em: https://revistagalileu.globo.com Acesso em: 18 nov. 2021 (adaptado).



","

No texto, os limites do potencial inclusivo do esporte são dados pela


",dificuldade de conseguir bons resultados esportivos.,dependência de características biológicas padronizadas.,inexistência de uma categoria para pessoas transgênero,necessidade de afastamento temporário das competições,impossibilidade de uso controlado de substâncias,B,
22,29,"


A petição on-line criada por um cidadão paulista surtiu efeito: casado há três anos com seu companheiro, ele pedia a alteração da definição de “casamento” no tradicional dicionário Michaelis em português. Na definição anterior, casamento aparecia como “união legítima entre homem e mulher” e “união legal entre homem e mulher, para constituir família”.
O novo verbete não traz em nenhum momento as palavras homem ou mulher — agora a definição de casamento se refere a “pessoas”.
Para o diretor de comunicação do site onde a petição foi publicada, a iniciativa mostra a “eficiência da mobilização”. “Em dois dias, mudou-se uma definição que permanecia a mesma há décadas”, afirma. E conclui: “A plataforma serve para todos os tipos de causas, para as mudanças que importam para as pessoas.”.
 

SENRA, R. Disponível em: www.bbc.com. Acesso em: 29 out. 2015.



","

A notícia trata da mudança ocorrida em um dicionário da língua portuguesa. Segundo o texto, essa mudança foi impulsionada pela


",inclusão de informações no verbete.,relevância social da instituição casamento.,utilização pública da petição pelos cidadãos.,rapidez na disseminação digital do verbete.,divulgação de plataformas para a criação de petição,C,
23,32,"


O acesso às Práticas Corporais/Atividades Físicas (PC/AF) é desigual no Brasil, à semelhança de outros indicadores sociais e de saúde. Em geral, PC/AF prazerosas, diversificadas, mais afeitas ao período de lazer estão concentradas nas populações mais abastadas. As atividades físicas de deslocamento, trajetos a pé ou de bicicleta para estudar ou trabalhar, por exemplo, são mais frequentes na classe social menos favorecida. Aqui, há uma relação inversa e perversa entre variáveis socioeconômicas de acesso às PC/AF. As maiores prevalências de inatividade física foram em mulheres, pessoas com 60 anos ou mais, negros, pessoas com autoavaliação de saúde ruim ou muito ruim, com renda familiar de até quatro salários mínimos por pessoa, pessoas que desconhecem programas públicos de PC/A e residentes em áreas sem locais públicos para a prática.

KNUTH, A. G.; ANTUNES, P. C. Saúde e Sociedade, n. 2, 2021 (adaptado).



","

O fator central que impacta a realização de práticas corporais/atividades fisicas no tempo de lazer no Brasil é a


",diferença entre homens e mulheres.,inexistência de políticas públicas.,diversidade de faixa etária.,variação de condição étnica.,desigualdade entre classes sociais.,E,
24,35,"


Ainda daquela vez pude constatar a bizarrice dos costumes que constituíam as leis mais ou menos constantes do seu mundo: ao me aproximar, verifiquei que o Sr. Timóteo, gordo e suado, trajava um vestido de franjas e lantejoulas que pertencera a sua mãe. O corpete descia-lhe excessivamente justo na cintura, e aqui e ali rebentava através da costura um pouco da carne aprisionada, esgarçando a fazenda e tornando o prazer de vestir-se daquele modo uma autêntica espécie de suplício. Movia-se ele com lentidão, meneando todas as suas franjas e abanando-se vigorosamente com um desses leques de madeira de sândalo, o que o envolvia numa enjoativa onda de perfume. Não sei direito o que colocara sobre a cabeça, assemelhava-se mais a um turbante ou a um chapéu sem abas de onde saiam vigorosas mechas de cabelos alourados. Como era costume seu também, trazia o rosto pintado — e para isto, bem como para suas vestimentas, apoderara-se de todo o guarda-roupa deixado por sua mãe, também em sua época famosa pela extravagância com que se vestia — o que sem dúvida fazia sobressair-lhe o nariz enorme, tão característico da família Meneses.

CARDOSO, L. Crónica da casa assassinada. São Paulo: Circulo do Livro, s.d.



","

Pela voz de uma empregada da casa, a descrição de um dos membros da família exemplifica a renovação da ficção urbana nos anos 1950, aqui observada na


",opção por termos e expressões de sentido ambíguo.,crítica social inspirada pelo convívio com os patrões.,descrição impressionista do fetiche do personagem.,presença de um foco narrativo de caráter impreciso.,ambiência de mistério das relações entre familiares.,C,
25,33,"


Dão Lalalão
Do povoado do Ão, ou dos sítios perto, alguém precisava urgente de querer vir por escutar a novela do rádio. Ouvia-a, aprendia-a, guardava na ideia, e, retornado ao Ão, no dia seguinte, a repetia a outros.
Assim estavam jantando, vinham os do povoado receber a nova parte da novela do rádio. Ouvir já tinham ouvido tudo, de uma vez, fugia da regra: falhara ali no Ão, na véspera, o caminhão de um comprador de galinhas e ovos, seo Abrãozinho Buristém, que carregava um rádio pequeno, de pilhas, armara um fio no arame da cerca… Mas queriam escutar outra vez, por confirmação. — “A estória é estável de boa, mal que acompridada: taca e não rende…” — explicava o Zuz ao Dalberto.
Soropita começou a recontar o capitulo da novela. Sem trabalho, se recordava das palavras, até com clareza — disso se admirava. Contava com prazer de demorar, encher a sala com o poder de outros altos personagens. Tomar a atenção de todos, pudesse contar aquilo noite adiante. Era preciso trazer luz, nem uns enxergavam mais os outros; quando alguém ria, ria de muito longe. O capitulo da novela estava terminando.

ROSA, J. G. Noites do sertão (Corpo de baile). São Paulo: Global, 2021.



","

Nesse trecho do conto, o gosto dos moradores do povoado por ouvir a novela de rádio recontada por Soropita deve-se ao(à)


",qualidade do som do rádio.,estabilidade do enredo contado.,ineditismo do capítulo da novela.,jeito singular de falar aos ouvintes.,dificuldade de compreensão da história.,D,
