,number,context,question,A,B,C,D,E,answer,context-images
12,63,"


Produtores rurais europeus são antigos opositores de um grande acordo com o Mercosul. Na visão deles, existe um nítido risco de concorrência desleal, pois, na Europa, é preciso seguir regras mais rígidas de produção, o que encarece o processo. Assim, eles não conseguiriam competir com os preços, por exemplo, da carne brasileira e teriam seus negócios ameaçados. Por outro lado, o setor industrial europeu se mobiliza a favor do acordo, uma vez que as reduções de tarifas no comércio internacional dariam maior acesso ao mercado sul-americano. Um exemplo é o setor automotivo europeu, que prevê maior participação e concorrência nos países do Mercosul caso o acordo siga em frente.

ROUBICEK, M. Como o risco ambiental afeta o acordo entre Mercosul e União Europeia.
Disponível em: www.nexojornal.com.br. Acesso em: 25 out. 2021.



","

No contexto do acordo citado, os dois grupos econômicos europeus defendem, respectivamente, a


",restrição dos fluxos migratórios e a maior atuação de sindicatos.,ampliação das leis trabalhistas e a plena importação de manufaturados.,proteção das florestas nacionais e a ampla transferência de tecnologias.,manutenção das barreiras fitossanitárias e a livre circulação de mercadorias.,remoção dos entraves alfandegários e a melhor remuneração de empregados.,D,
13,64,"


Durante a Revolução Francesa, um certo padre Niollant escondeu-se no pequeno castelo de L’Escarbas. Pagou amplamente a hospitalidade do velho fidalgo ocupando-se da educação de sua filha, Anaïs. A presença da mãe em nada modificou essa educação masculina dada a uma jovem criatura já muito inclinada à independência em virtude da vida no campo. O padre transmitiu à aluna sua intrepidez de opiniões e sua facilidade de julgamento, sem pensar que essas qualidades, tão necessárias num homem, se tornam defeitos numa mulher destinada aos humildes afazeres de mãe de família. Embora o padre recomendasse continuamente à aluna ser tanto mais graciosa e modesta quanto seu saber era mais extenso, a senhorita de Nègrepelisse ficou com excelente opinião de si mesma.

BALZAC. H. Ilusões perdidas. São Paulo: Penguin Classics:
Cia. das Letras, 2011 (adaptado).



","

O comportamento desenvolvido pela personagem evidencia uma postura de


",abandono de laços afetivos.,negação da ideia de subjetividade.,aceitação da hierarquia de gênero.,consolidação da estratificação social., ruptura de valores institucionalizados.,E,
14,66,"


Concorrer e competir não são a mesma coisa. A concorrência pode até ser saudável sempre que a batalha entre agentes, para melhor empreender uma tarefa e obter melhores resultados finais, exige o respeito a certas regras de convivência preestabelecidas ou não. Já a competitividade se funda na invenção de novas armas de luta, num exercício em que a única regra é a conquista da melhor posição. A competitividade é uma espécie de guerra em que tudo vale e, desse modo, sua prática provoca um afrouxamento dos valores morais e um convite ao exercício de violência.

SANTOS, M. Por uma outra globalização: do pensamento único à consciência universal. Rio de Janeiro: Record, 2006.



","

De acordo com a diferenciação feita pelo autor, que prática econômica é considerada moralmente condenável?


",Adoção do dumping comercial.,Fusão da função administrativa.,Criação de holding empresarial.,Limitação do mercado monopolista.,Modernização da produção industrial.,A,
15,65,"


TEXTO I
Oriunda da Romênia, Genny Gleizer aportou no Brasil em 1932. Assim como milhares de judeus do Leste Europeu, sua vinda para o Brasil ocorreu em um momento de ascensão do antissemitismo na Europa que tornava precárias suas vidas. O Brasil se colocava como uma possibilidade na busca por condições de sobrevivência e desenvolvimento.

ANTÃO, A. C. C. B. Gênero, imigração e política: o caso da judia comunista Genny Gleizer no Governo Vargas (1932-1935). Rio de Janeiro: Casa de Oswaldo Cruz, 2017 (adaptado).





ТЕХТО II
A presença judaica no Brasil foi criando aos poucos certas desconfianças que se refletiram em órgãos da imprensa e em círculos intelectuais e políticos. Em parte, essa imagem negativa adviria da onda nacionalista surgida no final dos anos 1910, que concebia imigrantes como concorrentes dos trabalhadores brasileiros, ou como seres improdutivos, exploradores da mão de obra e da riqueza autóctone. Além disso, as elites políticas da época acreditavam que os estrangeiros eram portadores das doutrinas anarquista e comunista, estranhas à “indole do povo brasileiro”. Esses “indesejáveis” seriam um mal externo que corromperia a nação.

MAIO, M. C.: CALAÇA, C. E. Um balanço da bibliografia sobre o antissemitismo
no Brasil. In: GRINBERG, K. (Org.). Os judeus no Brasil. Rio de Janeiro: Civilização Brasileira, 2005 (adaptado).



","

Conforme descrito nos textos, o tratamento dispensado aos grupos mencionados se fundamentava em


",preceitos teológicos e religiosos.,aspectos socioeconômicos e ideológicos.,regulamentações territoriais e alfandegárias.,orientações constitucionais e estatutárias.,decretos legislativos e internacionais.,B,
16,58,"


TEXTO I
Por hora, apenas os mais abastados poderão sonhar em viajar ao espaço, seja por um foguete ou por um avião híbrido, mas toda a população global poderá sentir os efeitos dessas viagens e avanços tecnológicos. Para uma aventura dessas, as empresas tiveram que criar novas tecnologias, materiais e softwares, o que podem, em algum momento, voltar para a sociedade. A câmera fotográfica, hoje comum no mundo, antes foi uma invenção para ser usada em telescópios e o titânio, usado até na medicina, foi desenvolvido para a construção de foguetes.

ORLANDO, G. Corrida espacial dos bilionários pode trazer vantagens para todos. Disponível em: https://noticias.r7.com/. Acesso em: 5 nov. 2021 (adaptado).





TEXTO II


CAZO. Disponível em: www.humorpolitico.com.br. Acesso em: 5 nov. 2021.



","

Os textos apresentam perspectivas da nova corrida espacial que revelam, respectivamente:


",Dependência e progresso.,Expectativa e desconfiança.,Angústia e adaptação.,Pioneirismo e retrocesso.,Receio e civilidade.,B,enem-data/enem-2023/58-images/context_img_0.png
17,69,"


TEXTO I
Gerineldo dorme porque já está conformado com o seu mundo. Porque já sabe tudo o que lhe pode acontecer após haver submetido todos os objetos que o rodeiam a um minucioso inventário de possibilidades. Seu apartamento, mais que um apartamento, é uma teoria de sorte e de azar. Melhor que ninguém, Gerineldo conhece o coeficiente da dilatação de suas janelas e mantém marcado no termômetro, com uma linha vermelha, o ponto em que se quebrarão os vidros, despedaçados em estilhaços de morte. Sabe que os arquitetos e os engenheiros já previram tudo, menos o que nunca já aconteceu.

MARQUEZ, G. G. O pessimista. In: Textos do Caribe. Rio de Janeiro: Record, 1981.





ТЕХТО II
A situação é o sujeito inteiro (ele não é nada a não ser a sua situação) e é também a coisa inteira (nunca há mais nada senão as coisas). É o sujeito a elucidar as coisas pela sua própria superação, se assim quisermos; ou são as coisas a reenviar ao sujeito a imagem dele. É a total facticidade, a contingência absoluta do mundo, do meu nascimento, do meu lugar, do meu passado, dos meus redores — e é a minha liberdade sem limites que faz com que haja para mim uma facticidade.
 

SARTRE, J.-P. O ser e o nada: ensaio de ontologia fenomenológica. Petrópolis: Vozes, 1997 (adaptado).



","

A postura determinista adotada pelo personagem Gerineldo contrasta com a ideia existencialista contida no pensamento filosófico de Sartre porque


",evidencia a manifestação do inconsciente.,nega a possibilidade de transcendência.,contraria o conhecimento difuso.,sustenta a fugacidade da vida., refuta a evolução biológica.,B,
18,70,"


O Golpe Militar de 1964 foi implacável no combate ao que restava das Ligas Camponesas, generalizadas na década anterior. No entanto, em relação aos sindicatos, sua atitude foi ambígua. Por meio de acordos com os Estados Unidos, foram concebidos centros sindicais e cursos de liderança com base em princípios conservadores e ministrados por membros da Igreja Católica.

DEL PRIORE, M.; VENÂNCIO, R. Uma história da vida rural no Brasil. Rio de Janeiro: Ediouro, 2006 (adaptado).



","

Os sindicatos rurais foram tratados da forma descrita no texto porque o governo pretendia utiliza-los para


",controlar as tensões políticas.,limitar a legislação trabalhista.,divulgar o programa populista.,regularizar a propriedade da terra.,estimular a oferta de mão de obra.,A,
19,62,"


A partir da década de 1930, começam a ser discutidos no Brasil os princípios de racionalização do trabalho. As preocupações com a cozinha e o trabalho doméstico foram introduzidas com a medicina sanitária e a oferta de gás e eletricidade para uso doméstico no início do século XX. A organização da cozinha visava atingir uma simplificação das tarefas, com a economia de movimentos, e o barateamento dos equipamentos, a partir da produção em grande escala. A padronização e racionalização da habitação e seus componentes visava uma radical transformação da casa, em especial da cozinha, e apoiava-se tanto no desenvolvimento de novos equipamentos quanto nos estudos de racionalização do trabalho doméstico. A principal preocupação era o desenvolvimento de um novo tipo de habitação, que deveria induzir um novo comportamento social.

SILVA, J. L. M. Transformações no espaço doméstico: o fogão a gás e a cozinha paulistana, 1870-1930. Anais do Museu Paulista, n. 2. jul-dez 2007 (adaptado).



","

No contexto descrito, as mudanças mencionadas proporcionavam às mulheres o(a)


",controle do orçamento familiar.,libertação das tradições religiosas.,exercício da representatividade política.,ampliação dos momentos de socialização.,afastamento das atividades especializadas.,D,
20,68,"


Os movimentos da agricultura urbana no Rio de Janeiro vêm crescendo nos últimos vinte anos, tanto por meio de reproduções de modelos de vida antigos, vinculados ao resgate dos próprios costumes, como — e cada vez mais — são revelados hábitos inventivos nos quais moradores urbanos de diferentes classes sociais, sem nenhuma referência anterior com o campo, passam a se dedicar a essas atividades. Ao possibilitar o acesso ao plantio e, consequentemente, à alimentação, permite-se uma nova relação com o que se come, reduzindo o percurso da cadeia produtiva e aproximando produtores de consumidores, pois ambos se confundem nas experiências de agricultura urbana.

PORTILHO, M.; RODRIGUES, C. G. O.; FERNANDEZ, A. C. F. Cultivando relações no arranjo local da Penha: a mobilização de mulheres a partir das práticas de agricultura urbana na favela. Cidades, Comunidades e Territórios, n. 42, jun. 2021.



","

A prática agrícola destacada no texto apresenta como vantagem no espaço urbano a


",ocupação de lugares ociosos.,densificação da área central.,valorização do mercado externo.,priorização de insumos químicos.,mecanização de técnicas de cultivo.,A,
21,74,"


A cordilheira do Himalaia tem mais de 50 milhões de anos., sendo classificada como a maior cordilheira do planeta. Originário da língua sânscrito, comum na região, seu nome quer dizer “morada da neve”. É possível encontrar nessa cordilheira as quinze maiores montanhas do mundo. Ao todo, existem mais de cem picos, que contam com altitudes bem maiores que 7 000 m. O Everest, considerado o ponto mais alto da Terra, tem nada menos que 8 848 m de altitude, e continua crescendo, aproximadamente, 0,8 mm a cada ano.

Disponível em: https://meioambiente.culturamix.com. Acesso em: 12 nov. 2021 (adaptado).



","

Qual dinâmica natural é responsável pelo fenômeno apresentado?


",Derrame de lava vulcânica.,Encontro de placas tectônicas.,Ação do intemperismo químico.,Sedimentação de erosão eólica.,Derretimento de geleiras glaciais.,B,
22,77,"




LAERTE. Disponível em: www.laerte.art.br. Acesso em: 23 nov. 2021 (adaptado)




","

A charge ilustra um anseio presente na sociedade contemporânea, que se caracteriza pela


",situação de revolta individual.,satisfação de desejos pessoais.,participação em ações decisórias.,permanência em passividade social.,conivência em interesses partidários.,C,enem-data/enem-2023/77-images/context_img_0.png
23,83,"


Enormes alto-falantes sul-coreanos instalados na fronteira com o Norte costumavam transmitir desde canções em estilo K-pop (como é chamado o pop sul-coreano) até boletins climáticos e noticiário crítico ao vizinho comunista. O Norte costuma praticar atividade semelhante, transmitindo por seus alto-falantes discursos críticos a Seul e aliados. Durante os anos 1980, o governo sul-coreano construiu um mastro de 97 metros de altura para hastear sua bandeira no povoado de Daesong-dong, na fronteira com o Norte. O Norte respondeu com a construção de um mastro ainda mais alto (160 m) na cidade fronteiriça de Gijung-dong. “Essas demonstrações são uma válvula de escape competitiva e importante entre os dois lados, fora de um possível conflito militar”, diz o analista Ankit Panda.

TAN, Y. Disputa de mastros e alto-falantes com K-pop: as pequenas picuinhas do conflito entre as Coreias. Disponível em: www.bbc.com. Acesso em: 7 nov. 2021 (adaptado).



","

Os atos de competição citados têm suas origens históricas vinculadas a um contexto de


",domínio cultural-identitário de atores sociais.,disputas étnico-raciais de povos tradicionais.,divergências político-ideológicas de agentes estatais.,imposição econômico-financeira de empresas privadas,protestos ecológico-sustentáveis de entidades ambientais,C,
24,84,"


Seda, madeiras aromáticas e têxteis, obras de arte, lã, cristais e muitas, muitas peças de porcelana chegaram ao Brasil ao longo dos séculos XVII e XVIII. A opulência proporcionada pelo ouro fez com que esses itens fossem ainda mais presentes em cidades mineiras como Ouro Preto, Mariana e Sabará. Esses objetos inspiraram a criação das chinesices, termo que designa um tipo de arte que evoca motivos chineses, presentes em várias igrejas barrocas de Minas Gerais. No Brasil, é bem provável que a inspiração para as pinturas nas igrejas barrocas com pássaros, elefantes, tigres, mandarins e pagodes tenha sido tirada de gravuras, tecidos, móveis e, principalmente, das porcelanas chinesas que circulavam livremente em uma sociedade enriquecida pelo comércio do ouro e pedras preciosas.

MARIUZZO, P. Estudos interdisciplinares ampliam conhecimento sobre chinesice no barroco mineiro. Disponível em: http://cienciaecultura.bvs.br. Acesso em: 23 nov. 2021 (adaptado).



","

O desenvolvimento do processo artístico descrito no texto foi possível pelo(a)


",representação arquitetônica.,intercâmbio transcontinental.,dependência econômica.,intervenção estatal.,padrão estético.,B,
25,87,"


ТЕХТО I
Como é horrível ver um filho comer e perguntar: “Tem mais?” Esta palavra “tem mais” fica oscilando dentro do cérebro de uma mãe que olha as panela e não tem mais.
 

JESUS, C. M. Quarto de despejo: diário de uma favelada. São Paulo: Ática. 2014.





ТЕХТО ІІ
A experiência de ver os filhos com fome na década de 1950, descrita por Carolina, é vivida no Brasil de 2021 por uma moradora de Petrolândia, em Pernambuco. “Eu trabalhava de ajudante de cabeleireira, mas a moça que tinha o salão fechou. Eu vinha me sustentando com o auxílio que tinha, mas agora eu não fui contemplada. Às vezes as pessoas me ajudam com alimentos para os meus filhos. De vez em quando, eu acho algum bico para fazer, mas é muito raro. Tem dias que não tenho nem o leite da minha bebê.”

CARRANÇA, T. “Até o feijão nos esqueceu”: o livro de 1960 que poderia ter sido escritonas favelas de 2021.
Disponível em: www.bbc.com. Acesso em: 6 out. 2021 (adaptado).



","

Considerando a realidade brasileira, os textos se aproximam ao apresentarem uma reflexão sobre o(a)


",recorrência da miséria.,planejamento da saúde.,superação da escassez.,constância da economia.,romantização da carência.,A,
26,85,"


Txai Suruí, liderança da Juventude Indígena, profere seu discurso na abertura da COP-26
“O clima está esquentando, os animais estão desaparecendo, os rios estão morrendo e nossas plantações não florescem como no passado. A Terra está falando: ela nos diz que não temos mais tempo.”
 

VICK, M. Quais são as conquistas do movimento indígena na COP-26. Disponível em: www.nexojornal.com.br. Acesso em: 10 nov. 2021 (adaptado).



","

O discurso da líder indígena explicita um problema global relacionado ao(à)


",manejo tradicional.,reciclagem residual.,consumo consciente.,exploração predatória.,reaproveitamento energético.,D,
27,86,"









Nas reportagens publicadas sobre a inauguração de Museu de Arte de São Paulo, em 1947, quando ele ainda ocupava um edifício na rua Sete de Abril, Lina Bo Bardi não foi mencionada nenhuma vez. A arquiteta era responsável pelo projeto do museu que mudaria para sempre a posição de São Paulo no circuito mundial das artes. Mas não houve nenhum registro disso. O louvor se concentrou em seu marido e parceiro profissional, o respeitado crítico de arte Pietro Maria Bardi. Passados 75 anos, a mulher então ignorada recebeu um Leão de Ouro póstumo, a maior homenagem da Bienal de Arquitetura de Veneza, e tem agora sua história contada em duas biografias de peso, que procuram destrinchar uma carreira marcada pela ousadia e pela contradição.

PORTO, W. Lina Bo Bardi tem sua arquitetura contraditória destrinchada em biografias. Disponível em: www1.folha.uol.com.br. Acesso em: 10 nov. 2021 (adaptado).



","

As transformações pelas quais passaram as sociedades ocidentais e que possibilitaram o reconhecimento recente do trabalho da arquiteta mencionada no texto foram resultado das mobilizações sociais pela


",equidade de genêro.,liberdade de expressão.,admissibilidade de voto. ,igualdade de oportunidade.,reciprocidade de tratamento.,A,enem-data/enem-2023/86-images/context_img_0.png
28,79,"







","

Fotografia da avó bordada
SCARELI. G. A máquina de costura e os fios da memória Revista Brasileira de Pesquisa (Auto) Biográfica, n. 18 maio-ago, 2021
A definição de Sertão descrita no bordado associa esse recorte espacial a


",percursos e roteiros turísticos.,trajetos e movimentos holísticos.,vivências e itinerários socioafetivos.,fronteiras e demarcações territoriais.,profissões e interesses econômicos.,C,enem-data/enem-2023/79-images/context_img_0.png
29,90,"


Elas foram as pioneiras dos direitos das mulheres no Afeganistão. Defensoras ferrenhas da lei, buscaram justiça para os mais marginalizados. Mas, agora, mais de 220 juízas afegãs estão escondidas por medo de retaliação sob o regime do Talibã. Uma delas condenou centenas de homens por violência contra as mulheres, incluindo estupro, assassinato e tortura. Mas poucos dias depois que o Talibã assumiu o controle de sua cidade e milhares de criminosos condenados foram libertados da prisão, as ameaças de morte começaram. O país sempre foi considerado um dos lugares mais difíceis e perigosos do mundo para as mulheres. De acordo com estudos de organizações não governamentais, cerca de 87% das mulheres e meninas serão vítimas de abuso durante a vida.

Disponível em: https://g1.globo.com. Acesso em: 12 out. 2021 (adaptado).



","

O texto evidencia situação representativa de


",afronta às estruturas sociais.,desprezo aos valores religiosos.,transgressão às normas morais.,desrespeito à dignidade humana.,oposição aos princípios hierárquicos.,D,
30,104,"


Há muito tempo são conhecidas espécies de lesmas-do-mar com uma capacidade impar: guardar parte da maquinaria das células das algas que consomem — os cloroplastos — e mantê-los funcionais dentro das suas próprias células, obtendo assim parte do seu alimento. Investigadores portugueses descobriram que essas lesmas-do-mar podem ser mais eficientes nesse processo do que as próprias algas que consomem.

Disponível em: www.cienciahoje.pt. Acesso em: 10 fev. 2015 (adaptado).



","

Essa adaptação confere a esse organismo a capacidade de obter primariamente


",ácidos necleicos.,carboidratos.,proteínas.,vitaminas.,lipídios.,B,
